strategy,date,signal_date,observations,assets,covariance_condition_number,minimum_eigenvalue,maximum_eigenvalue,covariance_rank,average_pairwise_correlation,maximum_pairwise_correlation,minimum_pairwise_correlation,minimum_expected_return,maximum_expected_return,expected_return_dispersion,optimization_status,objective_result,fallback_indicator
momentum_max_sharpe,2024-04-30,2024-03-28,251,5,12.244328333167932,0.024370646649546773,0.29840219926866984,5.0,0.16713166305004545,0.6069445379279219,-0.12665615176465714,0.20001675527932905,2.3657477438942602,0.8400210504321607,optimized,,False
momentum_max_sharpe,2024-05-31,2024-04-30,251,5,15.57200204278803,0.01856086988593842,0.289029903779756,5.0,0.17262602365143367,0.5318355923196171,-0.1705425754747529,0.06858202744699815,2.002685888769739,0.743654151278884,optimized,,False
momentum_max_sharpe,2024-06-28,2024-05-31,251,5,10.332475677881261,0.02064046711109326,0.2132671244054793,5.0,0.087088518637727,0.37896217193910725,-0.20926183215990868,0.175182391404477,1.7687264638220501,0.6411473436867117,optimized,,False
momentum_max_sharpe,2024-07-31,2024-06-28,251,5,14.587519539168836,0.0156673519015764,0.22854780199127972,5.0,0.21923102058830235,0.4193463433199523,-0.01207178190111564,0.1173149608232229,2.0406034640846467,0.7570431498046625,optimized,,False
momentum_max_sharpe,2024-08-30,2024-07-31,251,5,12.466231306364584,0.027114922975912812,0.3380209016719884,5.0,0.09690689538148337,0.38627789248478034,-0.17391972861644203,-0.11149822920922492,1.5262068744564625,0.6444735527876287,optimized,,False
momentum_max_sharpe,2024-09-30,2024-08-30,251,5,11.182738820226993,0.027352983533933613,0.30588127081394945,5.0,0.09940461533538969,0.37920056047032724,-0.06391031750970878,-0.1709906124023347,0.4461696642906463,0.24172462482057616,optimized,,False
momentum_max_sharpe,2024-10-31,2024-09-30,251,5,12.08417413527089,0.025114220768268358,0.30348461703539137,5.0,0.14504716220878713,0.2679819505213344,-0.058879158507597305,0.045785656448998235,0.5377965578260206,0.19238667288267783,optimized,,False
momentum_max_sharpe,2024-11-29,2024-10-31,251,5,15.657917352972872,0.01917195600144896,0.30019290256552067,5.0,0.11791939472057596,0.39175762700936373,-0.12049360787358872,0.2254493747170534,2.151956924724049,0.7633807709853956,optimized,,False
momentum_max_sharpe,2024-12-31,2024-11-29,251,5,16.493188018937694,0.02628664450504457,0.43355057020867666,5.0,0.18603870916235157,0.4560927665848985,-0.0010532282891257553,0.40429889624285087,1.9696481997590625,0.6698231767061994,optimized,,False
momentum_max_sharpe,2025-01-31,2024-12-31,251,5,20.636205435327426,0.020778436162465577,0.42878807727347656,5.0,0.2855748840305801,0.5396447610478752,0.14176397506370314,0.23119188778633637,0.6287840328165024,0.14410203339498454,optimized,,False
momentum_max_sharpe,2025-02-28,2025-01-31,251,5,14.569917088014929,0.02944208776490844,0.42896877763277486,5.0,0.21988668290004706,0.5757431072519057,0.06149671850359687,0.5340459586475303,1.1669257244203237,0.2521546478495404,optimized,,False
momentum_max_sharpe,2025-03-31,2025-02-28,251,5,17.524376610431958,0.0054861348405743195,0.09614109308183671,5.0,0.2249915107704011,0.7971300991752557,-0.09390946698603339,0.21128832963003208,0.38612104903487987,0.07479381577612462,optimized,,False
momentum_max_sharpe,2025-04-30,2025-03-31,251,5,8.492146103894026,0.010157528787452021,0.08625921851755201,5.0,0.26096980633517985,0.7390307290046885,0.11433033107118681,0.05791310194008892,0.2663234061653419,0.08311827004103545,optimized,,False
momentum_max_sharpe,2025-05-30,2025-04-30,251,5,5.853036484967693,0.019975121931030335,0.11691511745399885,5.0,0.3070364802649522,0.49518976862932407,0.16000581820933388,-0.08763208755745111,0.37624369140460967,0.17545281808534663,optimized,,False
momentum_max_sharpe,2025-06-30,2025-05-30,251,5,46.29975957726175,0.015245621045820335,0.7058685890275238,5.0,0.2689102910492758,0.6037368696415842,-0.2379035977894273,0.08123433779902967,0.9717045382141929,0.35699145579163283,optimized,,False
momentum_max_sharpe,2025-07-31,2025-06-30,251,5,30.83501423127374,0.02570845533205782,0.7927205860280669,5.0,0.5083491461092824,0.6748840890619539,0.3736516155219162,0.10726803200059609,0.6121089409095124,0.1960851449558763,optimized,,False
momentum_max_sharpe,2025-08-29,2025-07-31,251,5,22.05542537487632,0.0221698676804308,0.48896586219662397,5.0,0.5703073106688046,0.7257921184014555,0.40721151535635614,0.2723550369564083,0.7189733359029638,0.2126196883480208,optimized,,False
momentum_max_sharpe,2025-09-30,2025-08-29,251,5,10.612189808921615,0.03449697124646612,0.36608840670040976,5.0,0.4149808431221027,0.5061530800056921,0.24637969589182754,0.029836149676989,0.3945304142182049,0.16018129514517873,optimized,,False
momentum_max_sharpe,2025-10-31,2025-09-30,251,5,13.84088150980614,0.04659454017990659,0.6449095096339883,5.0,0.31420440410022454,0.4945476009694866,0.018071616484746457,0.12354960095651912,0.7110839597207295,0.23844015354779266,optimized,,False
momentum_max_sharpe,2025-11-28,2025-10-31,251,5,11.894575585143423,0.04478284089881763,0.5326728859884389,5.0,0.20360733447830434,0.5237479446487849,-0.002916066336829275,-0.38130010627737143,0.7767523828084046,0.4568764409795912,optimized,,False
momentum_max_sharpe,2025-12-31,2025-11-28,251,5,13.438451824017188,0.03838383486281335,0.5158193156249483,5.0,0.30148339021532616,0.5529418019288286,0.0063650035940407326,0.1924909625582336,0.9064361013416218,0.2976550463497562,optimized,,False
momentum_min_vol,2015-05-29,2015-04-30,81,5,,,,,,,,,,,fallback_equal:insufficient_history,,True
momentum_min_vol,2015-06-30,2015-05-29,101,5,,,,,,,,,,,fallback_equal:insufficient_history,,True
momentum_min_vol,2015-07-31,2015-06-30,123,5,,,,,,,,,,,fallback_equal:insufficient_history,,True
momentum_min_vol,2015-08-31,2015-07-31,145,5,,,,,,,,,,,fallback_equal:insufficient_history,,True
momentum_min_vol,2015-09-30,2015-08-31,166,5,,,,,,,,,,,fallback_equal:insufficient_history,,True
momentum_min_vol,2015-10-30,2015-09-30,187,5,,,,,,,,,,,fallback_equal:insufficient_history,,True
momentum_min_vol,2015-11-30,2015-10-30,209,5,,,,,,,,,,,fallback_equal:insufficient_history,,True
momentum_min_vol,2015-12-31,2015-11-30,229,5,,,,,,,,,,,fallback_equal:insufficient_history,,True
momentum_min_vol,2016-01-29,2015-12-31,251,5,8.423277584973063,0.029877472742945686,0.2516662464512982,5.0,0.4405893300726129,0.5865473427169299,0.20206094915725098,,,,optimized,,False
momentum_min_vol,2016-02-29,2016-01-29,251,5,14.707768857818383,0.013024516025794405,0.19156157119233527,5.0,0.37904277593687014,0.5623705782304594,0.189573127092921,,,,optimized,,False
momentum_min_vol,2016-03-31,2016-02-29,251,5,19.490821173168793,0.007530133428867273,0.14676848407215243,5.0,0.41928172383994183,0.6722256288390104,0.27234883692415784,,,,optimized,,False
momentum_min_vol,2016-04-29,2016-03-31,251,5,15.262272360880095,0.012031405562229569,0.1836265885749554,5.0,0.33080897398197656,0.4280758580500654,0.12643444488174774,,,,optimized,,False
momentum_min_vol,2016-05-31,2016-04-29,251,5,23.05775129296186,0.011455943196260084,0.2641482890456642,5.0,0.3650174569995617,0.8399502189230211,0.25411390044639043,,,,optimized,,False
momentum_min_vol,2016-06-30,2016-05-31,251,5,8.708271374508882,0.02989986439984942,0.2603761332549066,5.0,0.35917965935290763,0.573138765268417,0.24983480831191873,,,,optimized,,False
momentum_min_vol,2016-07-29,2016-06-30,251,5,21.10585366149887,0.011515841767956454,0.24305167114346526,5.0,0.37637245080076287,0.8433106987329902,0.29043085547163067,,,,optimized,,False
momentum_min_vol,2016-08-31,2016-07-29,251,5,9.593034425579413,0.02666095384128654,0.2557594480182455,5.0,0.42539867611633275,0.5664322942213876,0.2869772604824989,,,,optimized,,False
momentum_min_vol,2016-09-30,2016-08-31,251,5,30.45165623756562,0.005023658194034405,0.1529787123797653,5.0,0.40359560621153434,0.6994947607949822,0.20362034790723127,,,,optimized,,False
momentum_min_vol,2016-10-31,2016-09-30,251,5,12.261863247529295,0.016045266893502066,0.19674486841823152,5.0,0.4257096445764583,0.6615027127221255,0.26491961984973633,,,,optimized,,False
momentum_min_vol,2016-11-30,2016-10-31,251,5,14.188092843173532,0.014285033265004864,0.2026773782317114,5.0,0.49829532442457153,0.6839457293164575,0.3392555677444637,,,,optimized,,False
momentum_min_vol,2016-12-30,2016-11-30,251,5,11.348102922936004,0.020368142902095498,0.2311397820020485,5.0,0.3798320449129962,0.5862182706612207,0.14569838085530593,,,,optimized,,False
momentum_min_vol,2017-01-31,2016-12-30,251,5,10.92872347459287,0.02189022660003569,0.2392322333079673,5.0,0.32278656095030483,0.4975682808342681,0.10949614913751139,,,,optimized,,False
momentum_min_vol,2017-02-28,2017-01-31,251,5,12.894459262006848,0.018830143457583073,0.24280451771154954,5.0,0.25040177864957297,0.4171336937836769,0.12290403426679403,,,,optimized,,False
momentum_min_vol,2017-03-31,2017-02-28,251,5,6.8735520562975285,0.017986224170876305,0.12362924813475508,5.0,0.2365765153060056,0.4467234688108824,0.10872017508424699,,,,optimized,,False
momentum_min_vol,2017-04-28,2017-03-31,251,5,7.455189825937673,0.0170873222533547,0.12738923101572833,5.0,0.32070461309387527,0.4548697546429989,0.201140032059121,,,,optimized,,False
momentum_min_vol,2017-05-31,2017-04-28,251,5,7.905741808217356,0.014948388572326072,0.11817810050171677,5.0,0.21740890210059693,0.45364273263740085,0.08720048858548347,,,,optimized,,False
momentum_min_vol,2017-06-30,2017-05-31,251,5,23.661450842786188,0.010915500276747666,0.258276573222684,5.0,0.24469598133226858,0.6073660280751982,0.10789417657580697,,,,optimized,,False
momentum_min_vol,2017-07-31,2017-06-30,251,5,14.771659263337465,0.018023495598674354,0.2662369357178799,5.0,0.1626331362557941,0.34740774633658156,0.013585092481078592,,,,optimized,,False
momentum_min_vol,2017-08-31,2017-07-31,251,5,65.1710210448987,0.0040252145405576005,0.26232734153291143,5.0,0.29220860183596786,0.7945193964713695,0.05057506751048217,,,,optimized,,False
momentum_min_vol,2017-09-29,2017-08-31,251,5,14.999220098286505,0.017928502483646795,0.2689135547848945,5.0,0.1791567735750631,0.3376804481025271,0.034388500146471185,,,,optimized,,False
momentum_min_vol,2017-10-31,2017-09-29,251,5,21.20880675690243,0.012961503971078914,0.2748980330014361,5.0,0.14303577482592336,0.48070484930207386,-0.039694709387625635,,,,optimized,,False
momentum_min_vol,2017-11-30,2017-10-31,251,5,31.45705689181349,0.008750639478510553,0.2752693639152539,5.0,0.28417175185785987,0.5971030675058007,-0.014520428037617905,,,,optimized,,False
momentum_min_vol,2017-12-29,2017-11-30,251,5,11.626884276299638,0.015535107935959504,0.18062490219122498,5.0,0.09800242702635997,0.27485083930509113,-0.02792820831166396,,,,optimized,,False
momentum_min_vol,2018-01-31,2017-12-29,251,5,5.326713374714294,0.01036553319370149,0.05521422429893473,5.0,0.15096670727288292,0.6210942549995191,-0.030662734164378966,,,,optimized,,False
momentum_min_vol,2018-02-28,2018-01-31,251,5,4.313886296605049,0.014796290746279847,0.06382951589096066,5.0,0.15070928026210137,0.4047931430666304,-0.01303313890351998,,,,optimized,,False
momentum_min_vol,2018-03-29,2018-02-28,251,5,27.013951849858266,0.007563723600017111,0.2043260651364989,5.0,0.432210211157347,0.7059324987575982,0.1784941979082476,,,,optimized,,False
momentum_min_vol,2018-04-30,2018-03-29,251,5,78.188546337319,0.003095889079222846,0.2420630667260149,5.0,0.6009103126346722,0.8948181274765131,0.416667785197657,,,,optimized,,False
momentum_min_vol,2018-05-31,2018-04-30,251,5,33.85951259801991,0.0034573418970880255,0.11706391152011415,5.0,0.39303721195501323,0.8933537801739285,0.11463300400400035,,,,optimized,,False
momentum_min_vol,2018-06-29,2018-05-31,251,5,13.782796718833188,0.010020088780058037,0.1381048467602008,5.0,0.4052788442251809,0.6846930439969977,0.11323775962966123,,,,optimized,,False
momentum_min_vol,2018-07-31,2018-06-29,251,5,14.119823138944657,0.01576448305045804,0.22259171254935836,5.0,0.3948263427339743,0.6146892130509419,0.2194853162957447,,,,optimized,,False
momentum_min_vol,2018-08-31,2018-07-31,251,5,14.314577272811757,0.011250728628949392,0.1610494243345317,5.0,0.4620169675360571,0.7621910931883128,0.11109786483461899,,,,optimized,,False
momentum_min_vol,2018-09-28,2018-08-31,251,5,6.775399833717604,0.015252781259881045,0.10334369161192898,5.0,0.281054345001414,0.47627993560944737,0.07100833165978407,,,,optimized,,False
momentum_min_vol,2018-10-31,2018-09-28,251,5,22.751268957670234,0.009734753261422086,0.22147798968717114,5.0,0.5824429030339623,0.7419362754785636,0.47582580861968077,,,,optimized,,False
momentum_min_vol,2018-11-30,2018-10-31,251,5,15.431432346910952,0.021189086499472157,0.3269779548094485,5.0,0.26596535828767653,0.4277707443712531,0.12793594271811493,,,,optimized,,False
momentum_min_vol,2018-12-31,2018-11-30,251,5,54.092259401684295,0.005994220565257123,0.3242409337267992,5.0,0.3479294954766828,0.7413112059125886,0.09536190997662454,,,,optimized,,False
momentum_min_vol,2019-01-31,2018-12-31,251,5,53.469888744992865,0.00656947003382518,0.3512688318221969,5.0,0.40785182705988754,0.7408439492171983,0.14427630732356095,,,,optimized,,False
momentum_min_vol,2019-02-28,2019-01-31,251,5,18.391773615978757,0.017709581307873437,0.3257106102481775,5.0,0.4562580815140505,0.8009045156633875,0.12366579674893646,,,,optimized,,False
momentum_min_vol,2019-03-29,2019-02-28,251,5,36.29595089531098,0.006746398047551936,0.2448669322541657,5.0,0.43859941416229964,0.893137210317426,0.08372150537183634,,,,optimized,,False
momentum_min_vol,2019-04-30,2019-03-29,251,5,21.092385992862713,0.018889895311414683,0.39843296327312633,5.0,0.49064247408691164,0.7196201054996829,0.30761925439277144,,,,optimized,,False
momentum_min_vol,2019-05-31,2019-04-30,251,5,57.190777800144595,0.006760596443908437,0.3866437690200152,5.0,0.6818221698394809,0.881235996535143,0.5072048188656689,,,,optimized,,False
momentum_min_vol,2019-06-28,2019-05-31,251,5,16.639052201517202,0.01310058877496947,0.21798138049732838,5.0,0.390872166555139,0.802219735246491,0.10517831705885175,,,,optimized,,False
momentum_min_vol,2019-07-31,2019-06-28,251,5,16.714409979499717,0.013776324325139712,0.23026313278093968,5.0,0.4246321809090941,0.8032190908022757,0.10583795895508512,,,,optimized,,False
momentum_min_vol,2019-08-30,2019-07-31,251,5,5.647272835927853,0.01693802577830927,0.09565365287209168,5.0,0.3283033190008993,0.500709249101551,0.19681616205793417,,,,optimized,,False
momentum_min_vol,2019-09-30,2019-08-30,251,5,20.961519266730587,0.021516207184810492,0.4510123914513722,5.0,0.4069182114025499,0.5740874944692592,0.24123772094425308,,,,optimized,,False
momentum_min_vol,2019-10-31,2019-09-30,251,5,8.978801988820516,0.021699715599881233,0.1948374495850531,5.0,0.4181224951472484,0.6502407945283069,0.2201427832318175,,,,optimized,,False
momentum_min_vol,2019-11-29,2019-10-31,251,5,17.02643093078233,0.023885381744496136,0.4066828025280327,5.0,0.3732245927436792,0.5644934073320038,0.1685266651249254,,,,optimized,,False
momentum_min_vol,2019-12-31,2019-11-29,251,5,15.164933228621482,0.023978396015372473,0.36363077450256703,5.0,0.3843886283124588,0.632904726103329,0.17209935970141105,,,,optimized,,False
momentum_min_vol,2020-01-31,2019-12-31,251,5,13.443236572858453,0.022972262738483795,0.3088215626072988,5.0,0.31327722776310546,0.5853424603740482,0.03976667445245339,,,,optimized,,False
momentum_min_vol,2020-02-28,2020-01-31,251,5,36.61502866948189,0.0082131790222626,0.3007257853677321,5.0,0.47838995488010533,0.7724424275797166,0.22816582192132778,,,,optimized,,False
momentum_min_vol,2020-03-31,2020-02-28,251,5,31.584713630136406,0.013372858143137592,0.422377894867438,5.0,0.48760696400514514,0.6752637283759003,0.28117738762243405,,,,optimized,,False
momentum_min_vol,2020-04-30,2020-03-31,251,5,36.945435362713674,0.02019361341575916,0.746061839191557,5.0,0.5699097790732462,0.7956249285329263,0.2413979958795403,,,,optimized,,False
momentum_min_vol,2020-05-29,2020-04-30,251,5,25.267646543777424,0.03243751254323702,0.8196196017018602,5.0,0.4828175226074828,0.6706706237883882,0.14026778278487947,,,,optimized,,False
momentum_min_vol,2020-06-30,2020-05-29,251,5,23.72933634142078,0.03748894592275629,0.88958780688642,5.0,0.5577683878328984,0.720194656649378,0.3718802147388637,,,,optimized,,False
momentum_min_vol,2020-07-31,2020-06-30,251,5,28.19809063829151,0.03243831183317367,0.914698457224995,5.0,0.6204941802289131,0.7951830757769753,0.43790914899538236,,,,optimized,,False
momentum_min_vol,2020-08-31,2020-07-31,251,5,28.910102688457044,0.03309127591182432,0.9566721847029067,5.0,0.6124549315177236,0.8052658307227846,0.4215120617214351,,,,optimized,,False
momentum_min_vol,2020-09-30,2020-08-31,251,5,25.19361225398645,0.03834238707617422,0.965983232889394,5.0,0.5895929137300934,0.7695154078006814,0.392067288356326,,,,optimized,,False
momentum_min_vol,2020-10-30,2020-09-30,251,5,56.04920485738599,0.01793653819078656,1.0053287034877223,5.0,0.5329218691030881,0.7720391367749697,0.15671186498705336,,,,optimized,,False
momentum_min_vol,2020-11-30,2020-10-30,251,5,55.31700732332795,0.017581630349479103,0.9725631747981802,5.0,0.5309137149422363,0.7674174687914436,0.1757639293185722,,,,optimized,,False
momentum_min_vol,2020-12-31,2020-11-30,251,5,43.21471405563726,0.02014218985270534,0.8704389749390191,5.0,0.4042866881018594,0.7551154577164848,0.1702456674111732,,,,optimized,,False
momentum_min_vol,2021-01-29,2020-12-31,251,5,21.297173615842155,0.046654306776504076,0.993604871345969,5.0,0.48846464663282135,0.7602299656627055,0.2800817269126629,,,,optimized,,False
momentum_min_vol,2021-02-26,2021-01-29,251,5,29.208639932141857,0.039541228252404755,1.1549454984991243,5.0,0.5303020879687372,0.8661426310728694,0.28019988215249614,,,,optimized,,False
momentum_min_vol,2021-03-31,2021-02-26,251,5,26.891398049053315,0.04193155503715254,1.1275981373198514,5.0,0.5490727682830137,0.866020896931461,0.2968105638022258,,,,optimized,,False
momentum_min_vol,2021-04-30,2021-03-31,251,5,30.20237525996081,0.015659161453747926,0.47294387048240805,5.0,0.4578232376395216,0.9087687060477376,0.24284107523207535,,,,optimized,,False
momentum_min_vol,2021-05-28,2021-04-30,251,5,26.7207043310628,0.012270642758711005,0.32788021710761356,5.0,0.4104115466476605,0.912017606765518,0.06351026769272208,,,,optimized,,False
momentum_min_vol,2021-06-30,2021-05-28,251,5,11.712188909294113,0.027073915980197108,0.31709481847442517,5.0,0.44174630723808866,0.6578641006260935,0.26899818357888877,,,,optimized,,False
momentum_min_vol,2021-07-30,2021-06-30,251,5,18.277736950006336,0.01757933074870635,0.32131038318201255,5.0,0.37350864202519124,0.7102907273677792,-0.06888203514149337,,,,optimized,,False
momentum_min_vol,2021-08-31,2021-07-30,251,5,20.420202616091803,0.015966216651094985,0.32603337902777807,5.0,0.5676916578691167,0.7049642101354081,0.3953955944971536,,,,optimized,,False
momentum_min_vol,2021-09-30,2021-08-31,251,5,25.843258986207875,0.012207476743322713,0.3154809830457985,5.0,0.5802801046077444,0.7480448045545487,0.4022687425808249,,,,optimized,,False
momentum_min_vol,2021-10-29,2021-09-30,251,5,24.07855424850644,0.013070944664951662,0.31472945019426407,5.0,0.27451240591662485,0.705030091133158,-0.07629711705847858,,,,optimized,,False
momentum_min_vol,2021-11-30,2021-10-29,251,5,19.736984189466444,0.017897034920564665,0.35323349526551373,5.0,0.23183316563126496,0.6013338403782059,-0.09639940974280121,,,,optimized,,False
momentum_min_vol,2021-12-31,2021-11-30,251,5,21.86289076813758,0.015991583385145097,0.3496222407589904,5.0,0.20392794136385675,0.4846100540412899,0.01359227429042999,,,,optimized,,False
momentum_min_vol,2022-01-31,2021-12-31,251,5,16.526928407564245,0.02259231822584614,0.3733816258794681,5.0,0.20502033287047952,0.4377375851032114,-0.021078167147518482,,,,optimized,,False
momentum_min_vol,2022-02-28,2022-01-31,251,5,21.46511676809058,0.007254511400101882,0.15571893429863065,5.0,0.293936467789378,0.8897243537540218,0.05566157446289609,,,,optimized,,False
momentum_min_vol,2022-03-31,2022-02-28,251,5,20.048480238514653,0.007232385442796704,0.14499833662723055,5.0,0.31373927578290856,0.8846261884463205,0.18970613920465415,,,,optimized,,False
momentum_min_vol,2022-04-29,2022-03-31,251,5,15.191908465663138,0.009134836561336469,0.13877560088861662,5.0,0.2505099573760835,0.8657414965474932,0.020347250192130375,,,,optimized,,False
momentum_min_vol,2022-05-31,2022-04-29,251,5,13.554546358642344,0.010800476860022114,0.14639556429461376,5.0,0.2826862186260355,0.8527634806935815,0.05960442301768669,,,,optimized,,False
momentum_min_vol,2022-06-30,2022-05-31,251,5,27.35804630376098,0.005772260083484774,0.15791775864132776,5.0,0.3655603005293941,0.8600503092981873,0.07663595852853254,,,,optimized,,False
momentum_min_vol,2022-07-29,2022-06-30,251,5,22.044145395998406,0.005867236925570754,0.12933822386005284,5.0,0.38768462952222693,0.81344080251985,0.08440825099587074,,,,optimized,,False
momentum_min_vol,2022-08-31,2022-07-29,251,5,21.853811010858895,0.012835594511704554,0.28050665667080915,5.0,0.36077682368923075,0.8671009883349562,0.17843463754783634,,,,optimized,,False
momentum_min_vol,2022-09-30,2022-08-31,251,5,22.56435046944474,0.02542737549469409,0.573752212180448,5.0,0.494034634217852,0.6900098189401458,0.24857582260632077,,,,optimized,,False
momentum_min_vol,2022-10-31,2022-09-30,251,5,12.11963470724542,0.04375672693126773,0.5303155463916532,5.0,0.27232404516004516,0.5491886200395709,0.06857496919712117,,,,optimized,,False
momentum_min_vol,2022-11-30,2022-10-31,251,5,16.385155364427362,0.014065101727929115,0.23045887702859474,5.0,0.3182247749473578,0.872535957398529,0.14718773810472047,,,,optimized,,False
momentum_min_vol,2022-12-30,2022-11-30,251,5,17.249873074248047,0.013544631207257983,0.23364316916269953,5.0,0.2902099918690371,0.8781705399176633,0.14437344041781722,,,,optimized,,False
momentum_min_vol,2023-01-31,2022-12-30,251,5,18.82230122691251,0.013656544721011164,0.2570475984576728,5.0,0.35391942723728687,0.8783981127844264,0.15551184738522414,,,,optimized,,False
momentum_min_vol,2023-02-28,2023-01-31,251,5,115.78015537851562,0.0066987923012204135,0.7755872134837034,5.0,0.6120406860501151,0.9228130176168282,0.40988111603628374,,,,optimized,,False
momentum_min_vol,2023-03-31,2023-02-28,251,5,33.30400604592446,0.028050461019115253,0.9341927233715833,5.0,0.5162817084114274,0.6574106326814521,0.3715387582594803,,,,optimized,,False
momentum_min_vol,2023-04-28,2023-03-31,251,5,27.221399936799106,0.03886003313950625,1.0578245036477651,5.0,0.6119111477876024,0.7233772282171781,0.38130888188196754,,,,optimized,,False
momentum_min_vol,2023-05-31,2023-04-28,251,5,36.12942890298046,0.01941141275206191,0.7013232569320287,5.0,0.5520459637472985,0.778351737936227,0.22152572765300949,,,,optimized,,False
momentum_min_vol,2023-06-30,2023-05-31,251,5,34.780782067454545,0.02268594711753891,0.7890349826889196,5.0,0.6416689722774283,0.7963974840979481,0.463610197480144,,,,optimized,,False
momentum_min_vol,2023-07-31,2023-06-30,251,5,26.31951488305538,0.029397380701646693,0.7737247988998358,5.0,0.5150745875647001,0.7155924092701746,0.314438899869502,,,,optimized,,False
momentum_min_vol,2023-08-31,2023-07-31,251,5,18.613583875905345,0.03956583723349039,0.7364620299659919,5.0,0.49945974029153567,0.6990842352932685,0.31212642644760435,,,,optimized,,False
momentum_min_vol,2023-09-29,2023-08-31,251,5,27.903939879622275,0.021247452673817068,0.592887642005311,5.0,0.45123555514110636,0.6136262511837132,0.2678823493317629,,,,optimized,,False
momentum_min_vol,2023-10-31,2023-09-29,251,5,18.56748384711616,0.007898142843113397,0.1466486396617243,5.0,0.24574381523677485,0.8765794599074117,0.034692026405210116,,,,optimized,,False
momentum_min_vol,2023-11-30,2023-10-31,251,5,9.726243559689358,0.019655687192837553,0.19117600097060466,5.0,0.2023732669846106,0.6535979451672806,0.004537639174463552,,,,optimized,,False
momentum_min_vol,2023-12-29,2023-11-30,251,5,7.452406194378145,0.027446477352410605,0.2045422978349643,5.0,0.20935499750990222,0.5407673540038237,-0.1271125907149664,,,,optimized,,False
momentum_min_vol,2024-01-31,2023-12-29,251,5,9.431373311114527,0.026458643774128928,0.24954134673960612,5.0,0.3302460725566619,0.581622176337244,0.08761654639871895,,,,optimized,,False
momentum_min_vol,2024-02-29,2024-01-31,251,5,13.890946122752727,0.02000757260212,0.2779241130631126,5.0,0.27292419966445347,0.408663574652373,0.14509422536664002,,,,optimized,,False
momentum_min_vol,2024-03-28,2024-02-29,251,5,13.699250450452755,0.01950145307497486,0.26715528982183256,5.0,0.17875430076748244,0.43559108218672843,-0.08388526997224352,,,,optimized,,False
momentum_min_vol,2024-04-30,2024-03-28,251,5,12.244328333167932,0.024370646649546773,0.29840219926866984,5.0,0.16713166305004545,0.6069445379279219,-0.12665615176465714,,,,optimized,,False
momentum_min_vol,2024-05-31,2024-04-30,251,5,15.57200204278803,0.01856086988593842,0.289029903779756,5.0,0.17262602365143367,0.5318355923196171,-0.1705425754747529,,,,optimized,,False
momentum_min_vol,2024-06-28,2024-05-31,251,5,10.332475677881261,0.02064046711109326,0.2132671244054793,5.0,0.087088518637727,0.37896217193910725,-0.20926183215990868,,,,optimized,,False
momentum_min_vol,2024-07-31,2024-06-28,251,5,14.587519539168836,0.0156673519015764,0.22854780199127972,5.0,0.21923102058830235,0.4193463433199523,-0.01207178190111564,,,,optimized,,False
momentum_min_vol,2024-08-30,2024-07-31,251,5,12.466231306364584,0.027114922975912812,0.3380209016719884,5.0,0.09690689538148337,0.38627789248478034,-0.17391972861644203,,,,optimized,,False
momentum_min_vol,2024-09-30,2024-08-30,251,5,11.182738820226993,0.027352983533933613,0.30588127081394945,5.0,0.09940461533538969,0.37920056047032724,-0.06391031750970878,,,,optimized,,False
momentum_min_vol,2024-10-31,2024-09-30,251,5,12.08417413527089,0.025114220768268358,0.30348461703539137,5.0,0.14504716220878713,0.2679819505213344,-0.058879158507597305,,,,optimized,,False
momentum_min_vol,2024-11-29,2024-10-31,251,5,15.657917352972872,0.01917195600144896,0.30019290256552067,5.0,0.11791939472057596,0.39175762700936373,-0.12049360787358872,,,,optimized,,False
momentum_min_vol,2024-12-31,2024-11-29,251,5,16.493188018937694,0.02628664450504457,0.43355057020867666,5.0,0.18603870916235157,0.4560927665848985,-0.0010532282891257553,,,,optimized,,False
momentum_min_vol,2025-01-31,2024-12-31,251,5,20.636205435327426,0.020778436162465577,0.42878807727347656,5.0,0.2855748840305801,0.5396447610478752,0.14176397506370314,,,,optimized,,False
momentum_min_vol,2025-02-28,2025-01-31,251,5,14.569917088014929,0.02944208776490844,0.42896877763277486,5.0,0.21988668290004706,0.5757431072519057,0.06149671850359687,,,,optimized,,False
momentum_min_vol,2025-03-31,2025-02-28,251,5,17.524376610431958,0.0054861348405743195,0.09614109308183671,5.0,0.2249915107704011,0.7971300991752557,-0.09390946698603339,,,,optimized,,False
momentum_min_vol,2025-04-30,2025-03-31,251,5,8.492146103894026,0.010157528787452021,0.08625921851755201,5.0,0.26096980633517985,0.7390307290046885,0.11433033107118681,,,,optimized,,False
momentum_min_vol,2025-05-30,2025-04-30,251,5,5.853036484967693,0.019975121931030335,0.11691511745399885,5.0,0.3070364802649522,0.49518976862932407,0.16000581820933388,,,,optimized,,False
momentum_min_vol,2025-06-30,2025-05-30,251,5,46.29975957726175,0.015245621045820335,0.7058685890275238,5.0,0.2689102910492758,0.6037368696415842,-0.2379035977894273,,,,optimized,,False
momentum_min_vol,2025-07-31,2025-06-30,251,5,30.83501423127374,0.02570845533205782,0.7927205860280669,5.0,0.5083491461092824,0.6748840890619539,0.3736516155219162,,,,optimized,,False
momentum_min_vol,2025-08-29,2025-07-31,251,5,22.05542537487632,0.0221698676804308,0.48896586219662397,5.0,0.5703073106688046,0.7257921184014555,0.40721151535635614,,,,optimized,,False
