date,score_mean,score_std,score_min,score_max,score_range,top_1_minus_median_score,top_5_average_minus_universe_average,selected_score_average,full_universe_score_average,rank_ic,top_n_hit_rate,top_n_spread
2024-10-31,0.5040906167577651,0.11992112929781759,0.3099056996196774,0.8694362541696713,0.5595305545499939,0.3601385201199906,0.14060918581038961,0.6446998025681547,0.5040906167577651,0.1533834586466165,0.8,0.059756154470757966
2024-11-29,0.5615944628126355,0.10124864451043138,0.3775556784404446,0.7374671594123823,0.3599114809719377,0.166475714540521,0.12489002743671096,0.6864844902493464,0.5615944628126355,-0.06466165413533834,0.4,0.011868379888123453
2024-12-31,0.5288855200463314,0.09917467491341035,0.37718707273517094,0.7705737407987513,0.39338666806358036,0.2580922267828185,0.13558058453998356,0.6644661045863149,0.5288855200463314,0.3684210526315789,0.6,0.006799823514213585
2025-01-31,0.5815643859412438,0.09756151670921052,0.3974338862436716,0.7276043323455674,0.33017044610189583,0.12141446851039572,0.10404610673503711,0.6856104926762809,0.5815643859412438,-0.20751879699248119,0.6,-0.007970739333774679
2025-02-28,0.5614102695541436,0.0791481540738041,0.4214189948253747,0.7214146778512798,0.29999568302590507,0.17646657365185203,0.1136529577709624,0.675063227325106,0.5614102695541436,-0.12481203007518797,0.2,-0.036831980467275066
2025-03-31,0.5410677370192312,0.10647753865933612,0.35501037532425783,0.782092874527828,0.4270824992035702,0.2674583349833036,0.1420789912549565,0.6831467282741877,0.5410677370192312,-0.12481203007518797,0.2,-0.013935002744196581
2025-04-30,0.590556709474861,0.11010538004851049,0.3748622118196267,0.8807246109808651,0.5058623991612383,0.2883829569346591,0.13073655229831205,0.7212932617731731,0.590556709474861,0.35037593984962395,0.4,-0.010954081977442368
2025-05-30,0.5704236509005339,0.10158372923607491,0.43997830437507923,0.8221158466556405,0.3821375422805613,0.2663977057069883,0.14053885409692513,0.710962504997459,0.5704236509005339,0.22406015037593985,0.4,0.017372418298183593
2025-06-30,0.5587029063278994,0.10307533777468138,0.3594667631769351,0.7562906056622186,0.3968238424852835,0.17965539942633557,0.1176305199985559,0.6763334263264553,0.5587029063278994,0.3789473684210526,0.8,0.03537587698143967
2025-07-31,0.5344184734513291,0.10233523115021813,0.24697926142999888,0.6727043545668286,0.42572509313682977,0.11193715485032885,0.10197989286743292,0.636398366318762,0.5344184734513291,-0.31879699248120297,0.6,0.0011261042123687087
2025-08-29,0.5010860691775807,0.11019740165911877,0.22029735966765374,0.6455258075144679,0.42522844784681413,0.12988231188576327,0.12214776662552396,0.6232338358031047,0.5010860691775807,-0.1789473684210526,0.6,0.015253793863379335
2025-09-30,0.5119245106254147,0.10426599008882927,0.3035936641100231,0.7153479411925328,0.41175427708250967,0.2098649223591773,0.14185293473103355,0.6537774453564482,0.5119245106254147,-0.06616541353383458,0.2,-0.021872178435450418
2025-10-31,0.491919527721208,0.07597926427075094,0.33995366797292104,0.6126247393683448,0.2726710713954238,0.12355697728801807,0.097123877132617,0.589043404853825,0.491919527721208,0.11729323308270674,0.8,0.025027595859179748
2025-11-28,0.5070603375294507,0.07696737268003075,0.39064730282260707,0.6315506376348932,0.2409033348122861,0.11270958856225366,0.0911913507273232,0.5982516882567739,0.5070603375294507,0.18045112781954886,0.8,0.023250059515153104
2025-12-31,0.5416709493382257,0.08544014706716767,0.41428619725883714,0.7514882920240818,0.3372020947652447,0.2322406218752281,0.11647168590264922,0.6581426352408749,0.5416709493382257,,,
