strategy,date,number_nonzero_holdings,maximum_weight,top_2_weight,top_3_weight,hhi,effective_holdings,entropy,turnover,l1_target_weight_change,optimization_status,fallback_indicator
momentum_max_sharpe,2016-10-31,4,0.4,0.78112,0.9664900000000001,0.3407374114,2.934811284417711,1.1603801251990369,0.6000000000000001,1.2000000000000002,optimized,False
momentum_max_sharpe,2016-11-30,3,0.4,0.74489,1.0,0.34403022420000007,2.906721356605737,1.082157641883457,0.5645865698861193,1.1329800000000003,optimized,False
momentum_max_sharpe,2016-12-30,3,0.4,0.8,1.0,0.3600000000000001,2.7777777777777772,1.0549201679861442,0.6000000000000001,1.2000000000000002,optimized,False
momentum_max_sharpe,2017-01-31,3,0.4,0.7636900000000001,1.0,0.3481128322000001,2.87263182365387,1.0752751406169458,0.040648794250052064,0.07262000000000007,optimized,False
momentum_max_sharpe,2017-02-28,3,0.4,0.8,1.0,0.3600000000000001,2.7777777777777772,1.0549201679861442,0.23202447294220813,0.4726200000000002,optimized,False
momentum_max_sharpe,2017-03-31,5,0.3999960000399996,0.7011329886701132,0.883651163488365,0.2929561833470374,3.4134797517326847,1.349274928349343,1.0,2.0,optimized,False
momentum_max_sharpe,2017-04-28,3,0.4,0.8,1.0,0.3600000000000001,2.7777777777777772,1.0549201679861442,0.41296429177339705,0.8349716502834972,optimized,False
momentum_max_sharpe,2017-05-31,5,0.4,0.62544,0.80825,0.2701531390000001,3.701604222337019,1.420104635171203,0.45402946383543885,0.8855600000000001,optimized,False
momentum_max_sharpe,2017-06-30,5,0.4,0.6502135021350214,0.8046660466604667,0.269598247037981,3.7092229307378246,1.434470418911916,0.8211851587674068,1.6455151457514576,optimized,False
momentum_max_sharpe,2017-07-31,5,0.4,0.6907539075390754,0.7970059700597006,0.27647340574046747,3.616984415993794,1.4280729431039982,0.5460417088532641,1.1007450074500744,optimized,False
momentum_max_sharpe,2017-08-31,4,0.3997,0.67425,0.89719,0.2954099322,3.385126534347446,1.289910368295522,0.37837292768150943,0.7547200000000003,optimized,False
momentum_max_sharpe,2017-09-29,5,0.4,0.6496234962349624,0.8235762357623577,0.2823608734892338,3.5415671712679035,1.3418673992749086,0.32608591732030356,0.6470745209452096,optimized,False
momentum_max_sharpe,2017-10-31,5,0.29307,0.5686,0.8155600000000001,0.24969772200000004,4.004842302886527,1.4392261746614599,0.8110692037358394,1.623377922579226,optimized,False
momentum_max_sharpe,2017-11-30,5,0.3999960000399996,0.6782732172678273,0.8504214957850422,0.27830670313810657,3.593158155101141,1.4128849832690011,0.4607544821916807,0.9292015955840442,optimized,False
momentum_max_sharpe,2017-12-29,5,0.32284,0.64343,0.78653,0.25027962060000003,3.99553106882087,1.4854747882863861,0.57529,1.1505800000000002,optimized,False
momentum_max_sharpe,2018-01-31,5,0.4,0.6279632796327963,0.8319663196631966,0.28181947886139536,3.5483707657121197,1.3275798786208912,0.4139316968996102,0.8494200000000001,optimized,False
