strategy,rebalance_periods,average_nonzero_holdings,average_max_weight,maximum_max_weight,average_top3_weight,average_hhi,average_effective_holdings,minimum_effective_holdings,average_turnover,median_turnover,maximum_turnover,average_l1_weight_change,fallback_rate
momentum_max_sharpe,128,3.8828125,0.3789304864855842,0.4,0.9163587333108444,0.3203072954152592,3.209893524415513,2.7777777777777772,0.48215262019353433,0.4588167836909194,1.0000000000000002,0.9558510270535836,0.078125
momentum_min_vol,128,4.34375,0.37854012527266523,0.4,0.8908434412758267,0.3051530442472416,3.354016866371679,2.7777777777777772,0.5453486414908063,0.5669013622739185,1.0,1.0870184998155477,0.0625
