strategy,removed_ticker,start_date,end_date,observations,annual_return,annual_volatility,sharpe,sortino,max_drawdown,calmar,annual_active_return,tracking_error,information_ratio,beta,annual_alpha,baseline_annual_return,baseline_sharpe,baseline_max_drawdown,baseline_information_ratio,annual_return_delta,sharpe_delta,max_drawdown_delta,information_ratio_delta
ml,TSLA,2018-09-28,2025-12-31,88,0.25597549788180984,0.184207257284169,1.3391548977358672,2.51828003716115,-0.18135498475142764,1.41146105375962,0.11480357707430619,0.096609561091984,1.1883252110523437,0.929299192033374,0.12412749171945263,0.3082573020577686,1.2909004212855009,-0.19862249554466727,1.2458206937952305,-0.052281804175958735,0.04825447645036629,0.017267510793239627,-0.05749548274288685
momentum_3m_equal,UNH,2018-09-28,2025-12-31,88,0.3440351132977175,0.2454352645629302,1.3352231705958777,2.8781469278848384,-0.19291037840880654,1.7833934915033685,0.19583237840947393,0.1775430051915814,1.103013763894314,1.001167142656873,0.1956784574172764,0.34041779836627173,1.3380714175106458,-0.2056512969213642,1.1095787854817165,0.003617314931445792,-0.002848246914768149,0.012740918512557653,-0.006565021587402464
momentum_12_1_equal,UNH,2018-09-28,2025-12-31,88,0.3120961944250795,0.24536175858886183,1.2358829640453914,2.6295851209163548,-0.21418719215737514,1.4571188467504874,0.17135994375191263,0.15126433401951672,1.1328509450866526,1.1513333123316178,0.15140233749918983,0.30318265765590335,1.2092839937585151,-0.20763364403817963,1.0772298287484574,0.008913536769176167,0.0265989702868763,-0.006553548119195507,0.05562111633819522
ml,UNH,2018-09-28,2025-12-31,88,0.3678148104288681,0.24355221958445064,1.4185980612870916,2.9852637402938145,-0.22360793219600583,1.644909493221628,0.21362423280839013,0.13305537401444606,1.6055287837167445,1.2262451159737375,0.18378737222801084,0.3082573020577686,1.2909004212855009,-0.19862249554466727,1.2458206937952305,0.05955750837109952,0.12769764000159078,-0.024985436651338566,0.35970808992151393
momentum_3m_equal,V,2018-09-28,2025-12-31,88,0.3250966976652907,0.24401910379143713,1.2821826603490036,2.7097348809116744,-0.21652255397786158,1.5014449612419145,0.18099858995900475,0.17386374187022807,1.0410370098562707,1.0116343390302027,0.17946427108500387,0.34041779836627173,1.3380714175106458,-0.2056512969213642,1.1095787854817165,-0.015321100700981027,-0.05588875716164221,-0.010871257056497385,-0.06854177562544583
momentum_12_1_equal,V,2018-09-28,2025-12-31,88,0.2936360147554482,0.2450727522512727,1.1777424894773714,2.515581827410611,-0.23253309515286735,1.2627708523056116,0.1567541196232053,0.15406855598027405,1.0174309652339122,1.1339169539355407,0.13909335613345283,0.30318265765590335,1.2092839937585151,-0.20763364403817963,1.0772298287484574,-0.009546642900455149,-0.03154150428114377,-0.02489945111468772,-0.05979886351454522
ml,V,2018-09-28,2025-12-31,88,0.35913175190322266,0.2118484410940046,1.5668910621170908,3.6532005854320526,-0.17963488776097747,1.9992316435829773,0.20006495515735506,0.12665703880807638,1.5795802352565167,1.0032754464630331,0.1996329942770709,0.3082573020577686,1.2909004212855009,-0.19862249554466727,1.2458206937952305,0.050874449845454084,0.27599064083159,0.018987607783689797,0.33375954146128617
momentum_3m_equal,WMT,2018-09-28,2025-12-31,88,0.3389944932144118,0.24450175220751658,1.3241374524342846,2.7670091085155226,-0.2157668536793491,1.5711147816901994,0.1918754535675,0.17567307684651035,1.0922302780359794,1.0047120988169118,0.19125402916752537,0.34041779836627173,1.3380714175106458,-0.2056512969213642,1.1095787854817165,-0.0014233051518599549,-0.013933965076361243,-0.010115556757984923,-0.017348507445737127
momentum_12_1_equal,WMT,2018-09-28,2025-12-31,88,0.2920450154645604,0.24547660821470035,1.1711539398475856,2.4761558663970726,-0.20763364403817963,1.4065399507743515,0.1556124231347888,0.15254562986966952,1.0201041043767654,1.1455235916421587,0.13642099397930976,0.30318265765590335,1.2092839937585151,-0.20763364403817963,1.0772298287484574,-0.011137642191342945,-0.038130053910929496,0.0,-0.057125724371692055
ml,WMT,2018-09-28,2025-12-31,88,0.3550791291947024,0.23354540304894325,1.4268592014769035,3.459592111409359,-0.17148667776770654,2.0705930852289742,0.20135793358673704,0.1346301863595966,1.4956373383374137,1.1355685073549417,0.18347936575277307,0.3082573020577686,1.2909004212855009,-0.19862249554466727,1.2458206937952305,0.046821827136933836,0.13595878019140262,0.027135817776960725,0.24981664454218322
momentum_3m_equal,XOM,2018-09-28,2025-12-31,88,0.3289561732467847,0.24082730115529954,1.3080953092544025,2.8793119988392233,-0.2056512969213642,1.599582293772595,0.183146589265365,0.17372519637520772,1.054231585784535,0.9854672651396572,0.18506314415767033,0.34041779836627173,1.3380714175106458,-0.2056512969213642,1.1095787854817165,-0.011461625119487007,-0.029976108256243306,0.0,-0.05534719969718149
momentum_12_1_equal,XOM,2018-09-28,2025-12-31,88,0.2724405589090464,0.2479431238018656,1.0999078501723092,2.1840685168844414,-0.30321798331504735,0.8984973646037913,0.140836114549637,0.15437821319380945,0.9122797293477451,1.1569470170642118,0.12013818148488581,0.30318265765590335,1.2092839937585151,-0.20763364403817963,1.0772298287484574,-0.03074209874685696,-0.10937614358620595,-0.09558433927686771,-0.16495009940071226
ml,XOM,2018-09-28,2025-12-31,88,0.3234676667634482,0.22526428600357865,1.3659462232095978,2.8828688400043947,-0.24744397891383751,1.307235957744128,0.17582042697431519,0.1266595490683204,1.3881340038521477,1.105606785611452,0.16189316527379455,0.3082573020577686,1.2909004212855009,-0.19862249554466727,1.2458206937952305,0.015210364705679602,0.07504580192409693,-0.04882148336917025,0.14231331005691716
