strategy,date,maximum_weight,hhi,effective_holdings
momentum_3m_equal,2021-07-30,0.2,0.20000000000000004,4.999999999999999
momentum_3m_equal,2021-08-31,0.2,0.20000000000000004,4.999999999999999
momentum_3m_equal,2021-09-30,0.2,0.20000000000000004,4.999999999999999
momentum_3m_equal,2021-10-29,0.2,0.20000000000000004,4.999999999999999
momentum_3m_equal,2021-11-30,0.2,0.20000000000000004,4.999999999999999
momentum_3m_equal,2021-12-31,0.2,0.20000000000000004,4.999999999999999
momentum_3m_equal,2022-01-31,0.2,0.20000000000000004,4.999999999999999
momentum_3m_equal,2022-02-28,0.2,0.20000000000000004,4.999999999999999
momentum_3m_equal,2022-03-31,0.2,0.20000000000000004,4.999999999999999
momentum_3m_equal,2022-04-29,0.2,0.20000000000000004,4.999999999999999
momentum_3m_equal,2022-05-31,0.2,0.20000000000000004,4.999999999999999
momentum_3m_equal,2022-06-30,0.2,0.20000000000000004,4.999999999999999
momentum_3m_equal,2022-07-29,0.2,0.20000000000000004,4.999999999999999
momentum_3m_equal,2022-08-31,0.2,0.20000000000000004,4.999999999999999
momentum_3m_equal,2022-09-30,0.2,0.20000000000000004,4.999999999999999
momentum_3m_equal,2022-10-31,0.2,0.20000000000000004,4.999999999999999
momentum_3m_equal,2022-11-30,0.2,0.20000000000000004,4.999999999999999
momentum_3m_equal,2022-12-30,0.2,0.20000000000000004,4.999999999999999
momentum_3m_equal,2023-01-31,0.2,0.20000000000000004,4.999999999999999
momentum_3m_equal,2023-02-28,0.2,0.20000000000000004,4.999999999999999
momentum_3m_equal,2023-03-31,0.2,0.20000000000000004,4.999999999999999
momentum_3m_equal,2023-04-28,0.2,0.20000000000000004,4.999999999999999
momentum_3m_equal,2023-05-31,0.2,0.20000000000000004,4.999999999999999
momentum_3m_equal,2023-06-30,0.2,0.20000000000000004,4.999999999999999
momentum_3m_equal,2023-07-31,0.2,0.20000000000000004,4.999999999999999
momentum_3m_equal,2023-08-31,0.2,0.20000000000000004,4.999999999999999
momentum_3m_equal,2023-09-29,0.2,0.20000000000000004,4.999999999999999
momentum_3m_equal,2023-10-31,0.2,0.20000000000000004,4.999999999999999
momentum_3m_equal,2023-11-30,0.2,0.20000000000000004,4.999999999999999
momentum_3m_equal,2023-12-29,0.2,0.20000000000000004,4.999999999999999
momentum_3m_equal,2024-01-31,0.2,0.20000000000000004,4.999999999999999
momentum_3m_equal,2024-02-29,0.2,0.20000000000000004,4.999999999999999
momentum_3m_equal,2024-03-28,0.2,0.20000000000000004,4.999999999999999
momentum_3m_equal,2024-04-30,0.2,0.20000000000000004,4.999999999999999
momentum_3m_equal,2024-05-31,0.2,0.20000000000000004,4.999999999999999
momentum_3m_equal,2024-06-28,0.2,0.20000000000000004,4.999999999999999
momentum_3m_equal,2024-07-31,0.2,0.20000000000000004,4.999999999999999
momentum_3m_equal,2024-08-30,0.2,0.20000000000000004,4.999999999999999
momentum_3m_equal,2024-09-30,0.2,0.20000000000000004,4.999999999999999
momentum_3m_equal,2024-10-31,0.2,0.20000000000000004,4.999999999999999
momentum_3m_equal,2024-11-29,0.2,0.20000000000000004,4.999999999999999
momentum_3m_equal,2024-12-31,0.2,0.20000000000000004,4.999999999999999
momentum_3m_equal,2025-01-31,0.2,0.20000000000000004,4.999999999999999
momentum_3m_equal,2025-02-28,0.2,0.20000000000000004,4.999999999999999
momentum_3m_equal,2025-03-31,0.2,0.20000000000000004,4.999999999999999
momentum_3m_equal,2025-04-30,0.2,0.20000000000000004,4.999999999999999
momentum_3m_equal,2025-05-30,0.2,0.20000000000000004,4.999999999999999
momentum_3m_equal,2025-06-30,0.2,0.20000000000000004,4.999999999999999
momentum_3m_equal,2025-07-31,0.2,0.20000000000000004,4.999999999999999
momentum_3m_equal,2025-08-29,0.2,0.20000000000000004,4.999999999999999
momentum_3m_equal,2025-09-30,0.2,0.20000000000000004,4.999999999999999
momentum_3m_equal,2025-10-31,0.2,0.20000000000000004,4.999999999999999
momentum_3m_equal,2025-11-28,0.2,0.20000000000000004,4.999999999999999
momentum_3m_equal,2025-12-31,0.2,0.20000000000000004,4.999999999999999
momentum_12_1_equal,2018-09-28,0.2,0.20000000000000004,4.999999999999999
momentum_12_1_equal,2018-10-31,0.2,0.20000000000000004,4.999999999999999
momentum_12_1_equal,2018-11-30,0.2,0.20000000000000004,4.999999999999999
momentum_12_1_equal,2018-12-31,0.2,0.20000000000000004,4.999999999999999
momentum_12_1_equal,2019-01-31,0.2,0.20000000000000004,4.999999999999999
momentum_12_1_equal,2019-02-28,0.2,0.20000000000000004,4.999999999999999
momentum_12_1_equal,2019-03-29,0.2,0.20000000000000004,4.999999999999999
momentum_12_1_equal,2019-04-30,0.2,0.20000000000000004,4.999999999999999
momentum_12_1_equal,2019-05-31,0.2,0.20000000000000004,4.999999999999999
momentum_12_1_equal,2019-06-28,0.2,0.20000000000000004,4.999999999999999
momentum_12_1_equal,2019-07-31,0.2,0.20000000000000004,4.999999999999999
momentum_12_1_equal,2019-08-30,0.2,0.20000000000000004,4.999999999999999
momentum_12_1_equal,2019-09-30,0.2,0.20000000000000004,4.999999999999999
momentum_12_1_equal,2019-10-31,0.2,0.20000000000000004,4.999999999999999
momentum_12_1_equal,2019-11-29,0.2,0.20000000000000004,4.999999999999999
momentum_12_1_equal,2019-12-31,0.2,0.20000000000000004,4.999999999999999
momentum_12_1_equal,2020-01-31,0.2,0.20000000000000004,4.999999999999999
momentum_12_1_equal,2020-02-28,0.2,0.20000000000000004,4.999999999999999
momentum_12_1_equal,2020-03-31,0.2,0.20000000000000004,4.999999999999999
momentum_12_1_equal,2020-04-30,0.2,0.20000000000000004,4.999999999999999
momentum_12_1_equal,2020-05-29,0.2,0.20000000000000004,4.999999999999999
momentum_12_1_equal,2020-06-30,0.2,0.20000000000000004,4.999999999999999
momentum_12_1_equal,2020-07-31,0.2,0.20000000000000004,4.999999999999999
momentum_12_1_equal,2020-08-31,0.2,0.20000000000000004,4.999999999999999
momentum_12_1_equal,2020-09-30,0.2,0.20000000000000004,4.999999999999999
momentum_12_1_equal,2020-10-30,0.2,0.20000000000000004,4.999999999999999
momentum_12_1_equal,2020-11-30,0.2,0.20000000000000004,4.999999999999999
momentum_12_1_equal,2020-12-31,0.2,0.20000000000000004,4.999999999999999
momentum_12_1_equal,2021-01-29,0.2,0.20000000000000004,4.999999999999999
momentum_12_1_equal,2021-02-26,0.2,0.20000000000000004,4.999999999999999
momentum_12_1_equal,2021-03-31,0.2,0.20000000000000004,4.999999999999999
momentum_12_1_equal,2021-04-30,0.2,0.20000000000000004,4.999999999999999
momentum_12_1_equal,2021-05-28,0.2,0.20000000000000004,4.999999999999999
momentum_12_1_equal,2021-06-30,0.2,0.20000000000000004,4.999999999999999
momentum_12_1_equal,2021-07-30,0.2,0.20000000000000004,4.999999999999999
momentum_12_1_equal,2021-08-31,0.2,0.20000000000000004,4.999999999999999
momentum_12_1_equal,2021-09-30,0.2,0.20000000000000004,4.999999999999999
momentum_12_1_equal,2021-10-29,0.2,0.20000000000000004,4.999999999999999
momentum_12_1_equal,2021-11-30,0.2,0.20000000000000004,4.999999999999999
momentum_12_1_equal,2021-12-31,0.2,0.20000000000000004,4.999999999999999
momentum_12_1_equal,2022-01-31,0.2,0.20000000000000004,4.999999999999999
momentum_12_1_equal,2022-02-28,0.2,0.20000000000000004,4.999999999999999
momentum_12_1_equal,2022-03-31,0.2,0.20000000000000004,4.999999999999999
momentum_12_1_equal,2022-04-29,0.2,0.20000000000000004,4.999999999999999
momentum_12_1_equal,2022-05-31,0.2,0.20000000000000004,4.999999999999999
momentum_12_1_equal,2022-06-30,0.2,0.20000000000000004,4.999999999999999
momentum_12_1_equal,2022-07-29,0.2,0.20000000000000004,4.999999999999999
momentum_12_1_equal,2022-08-31,0.2,0.20000000000000004,4.999999999999999
momentum_12_1_equal,2022-09-30,0.2,0.20000000000000004,4.999999999999999
momentum_12_1_equal,2022-10-31,0.2,0.20000000000000004,4.999999999999999
momentum_12_1_equal,2022-11-30,0.2,0.20000000000000004,4.999999999999999
momentum_12_1_equal,2022-12-30,0.2,0.20000000000000004,4.999999999999999
momentum_12_1_equal,2023-01-31,0.2,0.20000000000000004,4.999999999999999
momentum_12_1_equal,2023-02-28,0.2,0.20000000000000004,4.999999999999999
momentum_12_1_equal,2023-03-31,0.2,0.20000000000000004,4.999999999999999
momentum_12_1_equal,2023-04-28,0.2,0.20000000000000004,4.999999999999999
momentum_12_1_equal,2023-05-31,0.2,0.20000000000000004,4.999999999999999
momentum_12_1_equal,2023-06-30,0.2,0.20000000000000004,4.999999999999999
momentum_12_1_equal,2023-07-31,0.2,0.20000000000000004,4.999999999999999
momentum_12_1_equal,2023-08-31,0.2,0.20000000000000004,4.999999999999999
momentum_12_1_equal,2023-09-29,0.2,0.20000000000000004,4.999999999999999
momentum_12_1_equal,2023-10-31,0.2,0.20000000000000004,4.999999999999999
momentum_12_1_equal,2023-11-30,0.2,0.20000000000000004,4.999999999999999
momentum_12_1_equal,2023-12-29,0.2,0.20000000000000004,4.999999999999999
momentum_12_1_equal,2024-01-31,0.2,0.20000000000000004,4.999999999999999
momentum_12_1_equal,2024-02-29,0.2,0.20000000000000004,4.999999999999999
momentum_12_1_equal,2024-03-28,0.2,0.20000000000000004,4.999999999999999
momentum_12_1_equal,2024-04-30,0.2,0.20000000000000004,4.999999999999999
momentum_12_1_equal,2024-05-31,0.2,0.20000000000000004,4.999999999999999
momentum_12_1_equal,2024-06-28,0.2,0.20000000000000004,4.999999999999999
momentum_12_1_equal,2024-07-31,0.2,0.20000000000000004,4.999999999999999
momentum_12_1_equal,2024-08-30,0.2,0.20000000000000004,4.999999999999999
momentum_12_1_equal,2024-09-30,0.2,0.20000000000000004,4.999999999999999
momentum_12_1_equal,2024-10-31,0.2,0.20000000000000004,4.999999999999999
momentum_12_1_equal,2024-11-29,0.2,0.20000000000000004,4.999999999999999
momentum_12_1_equal,2024-12-31,0.2,0.20000000000000004,4.999999999999999
momentum_12_1_equal,2025-01-31,0.2,0.20000000000000004,4.999999999999999
momentum_12_1_equal,2025-02-28,0.2,0.20000000000000004,4.999999999999999
momentum_12_1_equal,2025-03-31,0.2,0.20000000000000004,4.999999999999999
momentum_12_1_equal,2025-04-30,0.2,0.20000000000000004,4.999999999999999
momentum_12_1_equal,2025-05-30,0.2,0.20000000000000004,4.999999999999999
momentum_12_1_equal,2025-06-30,0.2,0.20000000000000004,4.999999999999999
momentum_12_1_equal,2025-07-31,0.2,0.20000000000000004,4.999999999999999
momentum_12_1_equal,2025-08-29,0.2,0.20000000000000004,4.999999999999999
momentum_12_1_equal,2025-09-30,0.2,0.20000000000000004,4.999999999999999
momentum_12_1_equal,2025-10-31,0.2,0.20000000000000004,4.999999999999999
momentum_12_1_equal,2025-11-28,0.2,0.20000000000000004,4.999999999999999
momentum_12_1_equal,2025-12-31,0.2,0.20000000000000004,4.999999999999999
momentum_max_sharpe,2018-09-28,0.4,0.3411683778000001,2.9311040092532274
momentum_max_sharpe,2018-10-31,0.39999600003999963,0.34257609674380757,2.9190594717641405
momentum_max_sharpe,2018-11-30,0.4,0.34046268820000003,2.937179416889771
momentum_max_sharpe,2018-12-31,0.4,0.35389111120000005,2.8257279382042864
momentum_max_sharpe,2019-01-31,0.4,0.3600000000000001,2.7777777777777772
momentum_max_sharpe,2019-02-28,0.4,0.3600000000000001,2.7777777777777772
momentum_max_sharpe,2019-03-29,0.4,0.3600000000000001,2.7777777777777772
momentum_max_sharpe,2019-04-30,0.4,0.3600000000000001,2.7777777777777772
momentum_max_sharpe,2019-05-31,0.4,0.3600000000000001,2.7777777777777772
momentum_max_sharpe,2019-06-28,0.4,0.3448157298,2.9000997158105863
momentum_max_sharpe,2019-07-31,0.4,0.3600000000000001,2.7777777777777772
momentum_max_sharpe,2019-08-30,0.3999960000399996,0.2640754857638772,3.786796025792977
momentum_max_sharpe,2019-09-30,0.4,0.3600000000000001,2.7777777777777772
momentum_max_sharpe,2019-10-31,0.4,0.3600000000000001,2.7777777777777772
momentum_max_sharpe,2019-11-29,0.4,0.3431856162000001,2.9138750367009107
momentum_max_sharpe,2019-12-31,0.4,0.3453830688000001,2.895335904780749
momentum_max_sharpe,2020-01-31,0.4,0.3495772800000001,2.860597805440902
momentum_max_sharpe,2020-02-28,0.4,0.34051713280000007,2.9367097971758787
momentum_max_sharpe,2020-03-31,0.4,0.3401984032000001,2.93946118086894
momentum_max_sharpe,2020-04-30,0.4,0.3528993922000001,2.8336688078886403
momentum_max_sharpe,2020-05-29,0.4,0.3600000000000001,2.7777777777777772
momentum_max_sharpe,2020-06-30,0.4,0.3600000000000001,2.7777777777777772
momentum_max_sharpe,2020-07-31,0.4,0.28182945940000004,3.5482451058485758
momentum_max_sharpe,2020-08-31,0.4,0.3052844082,3.275634042027044
momentum_max_sharpe,2020-09-30,0.4,0.3406756488,2.9353433493776615
momentum_max_sharpe,2020-10-30,0.4,0.3261888138000001,3.0657090546739028
momentum_max_sharpe,2020-11-30,0.4,0.33330194380000006,3.0002825324056808
momentum_max_sharpe,2020-12-31,0.4,0.3435128962000001,2.91109885847715
momentum_max_sharpe,2021-01-29,0.4,0.3600000000000001,2.7777777777777772
momentum_max_sharpe,2021-02-26,0.4,0.3539278050000001,2.825434978187147
momentum_max_sharpe,2021-03-31,0.4,0.3524914818000001,2.8369479877740402
momentum_max_sharpe,2021-04-30,0.4,0.3514186272000001,2.8456089763018677
momentum_max_sharpe,2021-05-28,0.4,0.2848182550000001,3.511010907640031
momentum_max_sharpe,2021-06-30,0.4,0.28293726160000005,3.534352436808909
momentum_max_sharpe,2021-07-30,0.36546,0.3357727816,2.9782044727832697
momentum_max_sharpe,2021-08-31,0.4,0.35793996820000007,2.7937645662449375
momentum_max_sharpe,2021-09-30,0.4,0.3401226178000001,2.9401161453720874
momentum_max_sharpe,2021-10-29,0.37964,0.3336828382,2.9968577508940646
momentum_max_sharpe,2021-11-30,0.30037,0.24693417180000005,4.049662275215325
momentum_max_sharpe,2021-12-31,0.33930000000000005,0.2649147170000001,3.774799721677976
momentum_max_sharpe,2022-01-31,0.39731,0.287592097,3.4771470093630565
momentum_max_sharpe,2022-02-28,0.4,0.3336237735421085,2.997388313737134
momentum_max_sharpe,2022-03-31,0.39668,0.3418011338,2.9256778316748813
momentum_max_sharpe,2022-04-29,0.4,0.34156095780000006,2.9277350855350006
momentum_max_sharpe,2022-05-31,0.4,0.33580015500000004,2.9779616986775954
momentum_max_sharpe,2022-06-30,0.4,0.2828210930000001,3.5358041700234843
momentum_max_sharpe,2022-07-29,0.4,0.2866855362000001,3.488142489694252
momentum_max_sharpe,2022-08-31,0.38728,0.33933461759999994,2.9469436601330714
momentum_max_sharpe,2022-09-30,0.4,0.34742736720000006,2.878299450210956
momentum_max_sharpe,2022-10-31,0.4,0.34022898000000007,2.939197007850418
momentum_max_sharpe,2022-11-30,0.4,0.3402780082000001,2.938773520186603
momentum_max_sharpe,2022-12-30,0.4,0.34240679220000003,2.9205028135537083
momentum_max_sharpe,2023-01-31,0.4,0.3600000000000001,2.7777777777777772
momentum_max_sharpe,2023-02-28,0.2,0.20000000000000004,4.999999999999999
momentum_max_sharpe,2023-03-31,0.4,0.3600000000000001,2.7777777777777772
momentum_max_sharpe,2023-04-28,0.2,0.20000000000000004,4.999999999999999
momentum_max_sharpe,2023-05-31,0.4,0.3441605442000001,2.9056206960751307
momentum_max_sharpe,2023-06-30,0.4,0.3600000000000001,2.7777777777777772
momentum_max_sharpe,2023-07-31,0.4,0.34105156980000007,2.9321078937898495
momentum_max_sharpe,2023-08-31,0.4,0.3600000000000001,2.7777777777777772
momentum_max_sharpe,2023-09-29,0.4,0.3600000000000001,2.7777777777777772
momentum_max_sharpe,2023-10-31,0.4,0.3489753202000001,2.865532151175886
momentum_max_sharpe,2023-11-30,0.4,0.33357525543841804,2.997824280118439
momentum_max_sharpe,2023-12-29,0.4,0.29329581060000004,3.409527050366944
momentum_max_sharpe,2024-01-31,0.4,0.3558420000000001,2.810236003619583
momentum_max_sharpe,2024-02-29,0.3873538735387354,0.33244004866772936,3.0080611647349698
momentum_max_sharpe,2024-03-28,0.32181000000000004,0.257659271,3.8810945793601968
momentum_max_sharpe,2024-04-30,0.38543000000000005,0.27066290300000007,3.6946326552922537
momentum_max_sharpe,2024-05-31,0.4,0.30882006627044345,3.2381315504422843
momentum_max_sharpe,2024-06-28,0.3603663963360367,0.2853699932715976,3.5042226708407336
momentum_max_sharpe,2024-07-31,0.37512,0.3272690246,3.055590125653462
momentum_max_sharpe,2024-08-30,0.4,0.3418948168000001,2.92487616325864
momentum_max_sharpe,2024-09-30,0.3999960000399996,0.30796286081198754,3.2471447932499355
momentum_max_sharpe,2024-10-31,0.4,0.3250539288000001,3.0764125931093798
momentum_max_sharpe,2024-11-29,0.38384,0.3242132350000001,3.08438981523996
momentum_max_sharpe,2024-12-31,0.4,0.34811028480000006,2.872652844987129
momentum_max_sharpe,2025-01-31,0.4,0.27933681400000004,3.579907659432243
momentum_max_sharpe,2025-02-28,0.4,0.33636042900000007,2.973001321745846
momentum_max_sharpe,2025-03-31,0.39999600003999963,0.32147779491195405,3.110634749357662
momentum_max_sharpe,2025-04-30,0.4,0.34018973520000007,2.939536078042133
momentum_max_sharpe,2025-05-30,0.4,0.32025113040000003,3.122549477814427
momentum_max_sharpe,2025-06-30,0.4,0.3600000000000001,2.7777777777777772
momentum_max_sharpe,2025-07-31,0.4,0.3417594312000001,2.926034832422204
momentum_max_sharpe,2025-08-29,0.4,0.3431888098000001,2.9138479211567803
momentum_max_sharpe,2025-09-30,0.4,0.34916298832485027,2.8639919849397995
momentum_max_sharpe,2025-10-31,0.4,0.34490446080000003,2.899353628771623
momentum_max_sharpe,2025-11-28,0.4,0.3600000000000001,2.7777777777777772
momentum_max_sharpe,2025-12-31,0.4,0.3576494472000001,2.7960339595905848
momentum_min_vol,2018-09-28,0.4,0.26700154220000005,3.745296719113856
momentum_min_vol,2018-10-31,0.39999600003999963,0.33424073305191493,2.9918555732842953
momentum_min_vol,2018-11-30,0.3999960000399996,0.3013972213254338,3.3178806214681376
momentum_min_vol,2018-12-31,0.4,0.27918548140000005,3.5818481497870605
momentum_min_vol,2019-01-31,0.4,0.27939248052167126,3.5791943939680735
momentum_min_vol,2019-02-28,0.4,0.3467954482000001,2.8835441906471937
momentum_min_vol,2019-03-29,0.4,0.3408300966,2.9340131930121336
momentum_min_vol,2019-04-30,0.4,0.3016429973297824,3.31517724214467
momentum_min_vol,2019-05-31,0.4,0.34708050000000007,2.881175980788318
momentum_min_vol,2019-06-28,0.4,0.3094266554021654,3.2317836312462753
momentum_min_vol,2019-07-31,0.4,0.3350310150000001,2.9847982880032755
momentum_min_vol,2019-08-30,0.33879000000000004,0.2348754774000001,4.257575167359722
momentum_min_vol,2019-09-30,0.4,0.34864349520000004,2.868259450606838
momentum_min_vol,2019-10-31,0.4,0.3022552224,3.308462272577759
momentum_min_vol,2019-11-29,0.4,0.3295074634000001,3.034832624674321
momentum_min_vol,2019-12-31,0.4,0.3231113400000001,3.0949083990676396
momentum_min_vol,2020-01-31,0.4,0.3265499802669504,3.0623183599108255
momentum_min_vol,2020-02-28,0.4,0.33276252660000005,3.00514607283908
momentum_min_vol,2020-03-31,0.3898038980389804,0.34511075668062263,2.8976204903558958
momentum_min_vol,2020-04-30,0.4,0.3479354802000001,2.874096080759515
momentum_min_vol,2020-05-29,0.4,0.3479354802000001,2.874096080759515
momentum_min_vol,2020-06-30,0.4,0.35882964180000004,2.7868377734450585
momentum_min_vol,2020-07-31,0.4,0.34106814420000003,2.9319654063429823
momentum_min_vol,2020-08-31,0.4,0.3439108168000001,2.90773058348306
momentum_min_vol,2020-09-30,0.4,0.34047124500000003,2.9371055990352426
momentum_min_vol,2020-10-30,0.4,0.3484188288000001,2.870108953193289
momentum_min_vol,2020-11-30,0.4,0.3600000000000001,2.7777777777777772
momentum_min_vol,2020-12-31,0.38018,0.3366259686,2.970656138499708
momentum_min_vol,2021-01-29,0.4,0.3566932992000001,2.8035289764142552
momentum_min_vol,2021-02-26,0.4,0.30674632980000005,3.2600227055756603
momentum_min_vol,2021-03-31,0.4,0.3099817854000001,3.2259960007314663
momentum_min_vol,2021-04-30,0.4,0.3356194794000001,2.9795648386909446
momentum_min_vol,2021-05-28,0.4,0.2860711506000001,3.495633858578956
momentum_min_vol,2021-06-30,0.4,0.3483179202,2.870940431160739
momentum_min_vol,2021-07-30,0.4,0.30245650980000005,3.306260462574444
momentum_min_vol,2021-08-31,0.4,0.34016092180000007,2.939785072042922
momentum_min_vol,2021-09-30,0.4,0.3444802578000001,2.9029239770848774
momentum_min_vol,2021-10-29,0.4,0.33782065260000005,2.960150577839479
momentum_min_vol,2021-11-30,0.4,0.3431537682000001,2.9141454725835056
momentum_min_vol,2021-12-31,0.39999600003999963,0.33052468877317215,3.02549259999838
momentum_min_vol,2022-01-31,0.33217,0.30446367240000005,3.284464094245747
momentum_min_vol,2022-02-28,0.4,0.31060255380000007,3.2195485444846326
momentum_min_vol,2022-03-31,0.4,0.3095996754000001,3.229977546675424
momentum_min_vol,2022-04-29,0.32987,0.27265594660000003,3.667625857678616
momentum_min_vol,2022-05-31,0.4,0.280884784967611,3.5601785981939558
momentum_min_vol,2022-06-30,0.4,0.28325989860000006,3.530326759779472
momentum_min_vol,2022-07-29,0.4,0.27467007620000006,3.640731505356461
momentum_min_vol,2022-08-31,0.4,0.3137891878000001,3.1868529537651575
momentum_min_vol,2022-09-30,0.4,0.3430701448000001,2.9148557959858934
momentum_min_vol,2022-10-31,0.4,0.34057189620000006,2.9362375790771424
momentum_min_vol,2022-11-30,0.4,0.2760999506000001,3.62187677986495
momentum_min_vol,2022-12-30,0.3999960000399996,0.2848005480605587,3.511229198152261
momentum_min_vol,2023-01-31,0.4,0.2852293062000001,3.5059511006166018
momentum_min_vol,2023-02-28,0.4,0.3600000000000001,2.7777777777777772
momentum_min_vol,2023-03-31,0.4,0.34035218580000004,2.938133033138875
momentum_min_vol,2023-04-28,0.4,0.3403150050000001,2.938454036136313
momentum_min_vol,2023-05-31,0.4,0.3401472328000001,2.939903381745223
momentum_min_vol,2023-06-30,0.4,0.3600000000000001,2.7777777777777772
momentum_min_vol,2023-07-31,0.4,0.33667300652646326,2.9702410963006556
momentum_min_vol,2023-08-31,0.4,0.3380395898000001,2.958233385005722
momentum_min_vol,2023-09-29,0.4,0.34647749620000007,2.8861903326118523
momentum_min_vol,2023-10-31,0.3483765162348377,0.2545569703351376,3.9283937056740093
momentum_min_vol,2023-11-30,0.4,0.2827561336,3.5366164732420855
momentum_min_vol,2023-12-29,0.3032169678303217,0.2587852163697941,3.8642083733679686
momentum_min_vol,2024-01-31,0.4,0.35691328320000004,2.8018010174186756
momentum_min_vol,2024-02-29,0.4,0.3442967658,2.9044710823130244
momentum_min_vol,2024-03-28,0.3673536735367354,0.312025040369605,3.204870989890631
momentum_min_vol,2024-04-30,0.4,0.3521814282000001,2.8394455809637713
momentum_min_vol,2024-05-31,0.4,0.29974297280000006,3.3361916399862963
momentum_min_vol,2024-06-28,0.36113,0.26340759980000006,3.7963976770574552
momentum_min_vol,2024-07-31,0.4,0.2943068646000001,3.3978140515312996
momentum_min_vol,2024-08-30,0.4,0.31279464180000005,3.1969857100026573
momentum_min_vol,2024-09-30,0.2998329983299833,0.2573866724077095,3.8852050521713295
momentum_min_vol,2024-10-31,0.32723,0.2541188714,3.935166225517874
momentum_min_vol,2024-11-29,0.35240647593524066,0.28696988207366164,3.484686242242356
momentum_min_vol,2024-12-31,0.4,0.35555142480000007,2.812532675301488
momentum_min_vol,2025-01-31,0.4,0.2983058922000001,3.352263653342613
momentum_min_vol,2025-02-28,0.4,0.33258868860000007,3.006716807506002
momentum_min_vol,2025-03-31,0.4,0.25718831740000003,3.888201494178755
momentum_min_vol,2025-04-30,0.39999600003999963,0.27387368599889267,3.6513182942447533
momentum_min_vol,2025-05-30,0.3999960000399996,0.27410906469129526,3.6481828907271323
momentum_min_vol,2025-06-30,0.4,0.3400033282000001,2.9411476802126186
momentum_min_vol,2025-07-31,0.4,0.3600000000000001,2.7777777777777772
momentum_min_vol,2025-08-29,0.4,0.3400216482000001,2.94098921434497
momentum_min_vol,2025-09-30,0.4,0.30963087460000005,3.229652085864695
momentum_min_vol,2025-10-31,0.4,0.3348647998000001,2.986279837705413
momentum_min_vol,2025-11-28,0.4,0.29599734480000006,3.3784086836173532
momentum_min_vol,2025-12-31,0.4,0.35088697680000014,2.8499205331578428
ml,2018-09-28,0.2,0.20000000000000004,4.999999999999999
ml,2018-10-31,0.2,0.20000000000000004,4.999999999999999
ml,2018-11-30,0.2,0.20000000000000004,4.999999999999999
ml,2018-12-31,0.2,0.20000000000000004,4.999999999999999
ml,2019-01-31,0.2,0.20000000000000004,4.999999999999999
ml,2019-02-28,0.2,0.20000000000000004,4.999999999999999
ml,2019-03-29,0.2,0.20000000000000004,4.999999999999999
ml,2019-04-30,0.2,0.20000000000000004,4.999999999999999
ml,2019-05-31,0.2,0.20000000000000004,4.999999999999999
