date,strategy,annualized_return,annualized_volatility,sharpe_ratio,beta,tracking_error,information_ratio,maximum_drawdown
2022-08-31,momentum_3m_equal,0.12198141047286715,0.24325326544478867,0.5824678716161601,0.8057382820081989,0.18421276522752816,1.3905278267386518,-0.09555067582155652
2022-09-30,momentum_3m_equal,0.10033589469697235,0.2496616158147799,0.49485565018617045,0.8142630915736219,0.180774767796718,1.5701235974101717,-0.1299065480701379
2022-10-31,momentum_3m_equal,-0.023076785755772766,0.18261079810070927,-0.04304831097457422,0.5498663267936196,0.1686351296491476,0.8403444996774904,-0.1299065480701379
2022-11-30,momentum_3m_equal,-0.05486509184745891,0.1686633452841072,-0.25484607136275694,0.5620703046731824,0.14761118168345222,0.30148732029431974,-0.1299065480701378
2022-12-30,momentum_3m_equal,-0.0699277784930128,0.1699585828944226,-0.3458235095667583,0.5970627924579224,0.1365388171807342,0.9615932463018002,-0.1219401315920895
2023-01-31,momentum_3m_equal,0.03166074861120283,0.14459529888500136,0.28298745654752316,0.5052299295578693,0.14253078309820758,0.8184274901115147,-0.11780995036827513
2023-02-28,momentum_3m_equal,0.07059359551952249,0.15462184831925777,0.5139304432337966,0.4942931391755896,0.15669010761725355,0.9569802109462797,-0.11780995036827491
2023-03-31,momentum_3m_equal,0.08592752459867836,0.16039052944532084,0.5896418442764353,0.5061785599238532,0.15820503391575588,1.047875004215966,-0.11780995036827491
2023-04-28,momentum_3m_equal,0.0851074110220651,0.16045659258696995,0.584714503025006,0.5586956966430536,0.14160275009720627,0.44086980144625354,-0.11780995036827502
2023-05-31,momentum_3m_equal,0.18132561562837735,0.18885267197421807,0.9742628586842663,0.558599044442385,0.173149156932721,0.8672872371569701,-0.11780995036827513
2023-06-30,momentum_3m_equal,0.314396808877742,0.1794135538715212,1.6228283379860178,0.5299885443504067,0.17216851985090412,0.6312875580391876,-0.10874684102003451
2023-07-31,momentum_3m_equal,0.32578750165456816,0.1805241706816733,1.6627914525570877,0.599312745754344,0.1594111769655878,1.1146141429556833,-0.10874684102003462
2023-08-31,momentum_3m_equal,0.3737828222413011,0.17130103052287027,1.956564952059293,0.558381217149476,0.15932741534148095,1.1796197055562427,-0.07782659410808779
2023-09-29,momentum_3m_equal,0.3837390666088303,0.16687299028344538,2.0485333078318244,0.5197292276480541,0.1638182210340596,0.915360571482313,-0.07114330790764056
2023-10-31,momentum_3m_equal,0.25748850681184354,0.18554398116218263,1.330883813036998,0.6912528535094284,0.1615405888585867,0.9712013957021138,-0.12194950613275168
2023-11-30,momentum_3m_equal,0.24810890095632376,0.184620824460179,1.2953488732564684,0.5750407557897085,0.1734679267091564,0.6552967335114067,-0.1219495061327519
2023-12-29,momentum_3m_equal,0.34532772726150074,0.18008543544842875,1.7497498045473239,0.5707797478981121,0.17137417188517953,0.5043253489904967,-0.12194950613275168
2024-01-31,momentum_3m_equal,0.39897419393472355,0.18122382608613377,1.9615303443801693,0.6714619860183897,0.16176864412995962,1.067308616717149,-0.12194950613275168
2024-02-29,momentum_3m_equal,0.5201742060569048,0.21760824555110053,2.0555551354479213,1.0082088034326973,0.1689797466380945,1.1045918201340605,-0.1219495061327518
2024-03-28,momentum_3m_equal,0.4676628277324024,0.21467602547547474,1.911471072643987,0.9848190599146794,0.16807670157180016,0.9146285187482531,-0.12194950613275168
2024-04-30,momentum_3m_equal,0.37966314337413354,0.2340940490570622,1.4981788738472388,1.0873176288772517,0.16882963305543788,0.8905599175816069,-0.12194950613275168
2024-05-31,momentum_3m_equal,0.3437040479131499,0.22523626057448654,1.4289893365167805,1.1863185673495225,0.13818162689834587,0.5497077924785478,-0.12194950613275157
2024-06-28,momentum_3m_equal,0.3183142322045718,0.2230435439257736,1.353364364599344,1.2322317769831312,0.1375502264154686,0.6253435744261091,-0.12194950613275168
2024-07-31,momentum_3m_equal,0.23696991940136614,0.22473702952386945,1.055026879731405,1.2344060433553308,0.14087316553480803,0.2915969728978945,-0.12194950613275168
2024-08-30,momentum_3m_equal,0.26622833639313925,0.2238794571693193,1.164874120077306,1.2836270770146867,0.1398216670751362,0.17318396201656205,-0.1219495061327518
2024-09-30,momentum_3m_equal,0.4406437602152704,0.20140839030481636,1.9300877736813213,1.2403146778211687,0.14101983247729596,0.5902936007789862,-0.06508275050674728
2024-10-31,momentum_3m_equal,0.5077102152695112,0.18476957439270703,2.342066578633855,1.1218551742388867,0.1346985087001415,0.8549978293020222,-0.06508275050674728
2024-11-29,momentum_3m_equal,0.5027729536894889,0.18479263195316623,2.323407313224839,1.501779630990096,0.12281156781492548,1.1696847127762604,-0.06508275050674717
2024-12-31,momentum_3m_equal,0.45235429791968684,0.18496973244747986,2.130532457948957,1.3178068545373056,0.1259249752736881,1.410408439243072,-0.06508275050674728
2025-01-31,momentum_3m_equal,0.4795015295692897,0.18830259856696668,2.1973289893572994,1.3461821418919016,0.1278397427047488,1.4562278297993867,-0.06508275050674728
2025-02-28,momentum_3m_equal,0.1764725976776449,0.17529769435682122,1.0145872009047274,1.2710386651039836,0.11777689033523357,0.13770581646761546,-0.08411632309573569
2025-03-31,momentum_3m_equal,0.09157379766815543,0.1825744216827741,0.5658586239653444,1.1255339548340781,0.1186864082880953,0.2547768936615881,-0.1221878897709332
2025-04-30,momentum_3m_equal,0.08305415914109404,0.1859028971305995,0.5164758845044393,1.1317432691076148,0.13465536990609045,-0.08205036140067212,-0.18572366547688113
2025-05-30,momentum_3m_equal,0.010528681874831136,0.16944222263487577,0.14053354875461996,0.8157467265619522,0.14020509465438696,-0.6900833694034885,-0.18572366547688113
2025-06-30,momentum_3m_equal,-0.005452679313709297,0.16634740517245175,0.044415447335195264,0.7553456408268604,0.14080608700524722,-0.9098624035227877,-0.18572366547688102
2025-07-31,momentum_3m_equal,0.05874526360155041,0.17177343842986467,0.4130525244613487,0.7811246894368904,0.14425130621011364,-0.5192074470496243,-0.18572366547688102
2025-08-29,momentum_3m_equal,0.008047445538958087,0.17278867688956287,0.1265276737750091,0.7545881684989806,0.1483804022580557,-0.8101945472396059,-0.18572366547688102
2025-09-30,momentum_3m_equal,0.015174936030071029,0.17552232976451765,0.16712835079318314,0.7990919404454346,0.1459338868797429,-0.8762295757992525,-0.18572366547688113
2025-10-31,momentum_3m_equal,0.08296871702180342,0.1824266140958764,0.5229566726515082,0.8308238308867558,0.15211261445748397,-0.6205188552596445,-0.18572366547688102
2025-11-28,momentum_3m_equal,0.07385189839495654,0.18132403863798446,0.4781739885874884,0.8430972431656257,0.15390640454246474,-0.30592517931009733,-0.18572366547688102
2025-12-31,momentum_3m_equal,0.05948581633904482,0.18112997461002323,0.4036583569137842,0.9719617966839011,0.14635783790359216,-0.5817225718521316,-0.18572366547688102
2018-09-28,momentum_12_1_equal,,,,,,,
2018-10-31,momentum_12_1_equal,,,,,,,
2018-11-30,momentum_12_1_equal,,,,,,,
2018-12-31,momentum_12_1_equal,,,,,,,
2019-01-31,momentum_12_1_equal,,,,,,,
2019-02-28,momentum_12_1_equal,,,,,,,
2019-03-29,momentum_12_1_equal,,,,,,,
2019-04-30,momentum_12_1_equal,,,,,,,
2019-05-31,momentum_12_1_equal,,,,,,,
2019-06-28,momentum_12_1_equal,,,,,,,
2019-07-31,momentum_12_1_equal,,,,,,,
2019-08-30,momentum_12_1_equal,0.08000328737892026,0.22239444646032133,0.45368079160250313,1.0657641208635225,0.09951120808539124,0.7645640480451231,-0.19295816279847255
2019-09-30,momentum_12_1_equal,0.05885364862325093,0.223047396547025,0.36361208942258366,1.0511563702235707,0.1047024288469057,0.4145313860783784,-0.19295816279847267
2019-10-31,momentum_12_1_equal,0.2314989219198751,0.16400745860914379,1.3573215400575873,0.8571721203818669,0.07845284169442054,1.2118801651594557,-0.0988206318352397
2019-11-29,momentum_12_1_equal,0.20363852479764155,0.16360120772262085,1.2180035199684531,0.8311033192247737,0.08481219387556659,0.6549029063979044,-0.0988206318352397
2019-12-31,momentum_12_1_equal,0.37737655877191356,0.10453202844623972,3.150677476649385,0.6157036819728801,0.08390523562786682,0.777745261423391,-0.023562756392545348
2020-01-31,momentum_12_1_equal,0.3136484675755502,0.08375902252544142,3.3320939214771594,0.46015411945983375,0.0898704502203081,1.060589057707586,-0.023562756392545237
2020-02-28,momentum_12_1_equal,0.22656183429713606,0.10236185795872815,2.0585643697603113,0.5210986565445656,0.0975720132830485,1.4428372250479484,-0.03698770671975238
2020-03-31,momentum_12_1_equal,0.049365932773029364,0.14997015333053,0.3927675900788354,0.6688618079999685,0.09587059327172934,1.3769500024172816,-0.13419524027114482
2020-04-30,momentum_12_1_equal,0.2359346843432779,0.2517861621137904,0.9572768944063761,0.9541983724861235,0.11307488947777655,2.0040181728026636,-0.1341952402711446
2020-05-29,momentum_12_1_equal,0.36953987031377267,0.2539401692278013,1.3648193322256936,1.001268906762965,0.11196409569313302,1.974721966608636,-0.1341952402711447
2020-06-30,momentum_12_1_equal,0.48012934297652454,0.28013420332495603,1.5439363324914595,1.0658267857209627,0.15569557719588453,2.2965755062350683,-0.1341952402711447
2020-07-31,momentum_12_1_equal,0.6057874358680917,0.29183606417371666,1.7819447148261456,1.0966195453652867,0.15851957406076259,2.5430287695086897,-0.1341952402711447
2020-08-31,momentum_12_1_equal,0.9834048239389683,0.36546456813019457,2.0824243665620683,1.2768539347155887,0.2272231925460967,2.4468458815053906,-0.1341952402711447
2020-09-30,momentum_12_1_equal,0.8398386549974657,0.3873638464561875,1.7795248178074634,1.3564535213571223,0.23300299473936506,2.3204016672785244,-0.1341952402711447
2020-10-30,momentum_12_1_equal,0.7274286488770902,0.4003992193326804,1.5675651769880252,1.4079263345834707,0.23693019158636547,2.224648473497721,-0.1341952402711447
2020-11-30,momentum_12_1_equal,0.962864028940174,0.4075315276477282,1.8774139710460622,1.363677056011186,0.22479994130761477,2.6291879722000617,-0.1341952402711447
2020-12-31,momentum_12_1_equal,1.0552726080363453,0.40619756464792645,2.0031027549216467,1.3696406042354854,0.21924666362448902,2.878309427191071,-0.1341952402711447
2021-01-29,momentum_12_1_equal,1.0400545435780049,0.40692659250162405,1.9806649920704325,1.3687891870676179,0.2191165549715381,2.888408418665191,-0.1341952402711447
2021-02-26,momentum_12_1_equal,1.0515662483130321,0.4054428604888916,2.00131624220609,1.4275755427753085,0.24550501498473326,2.151199611698907,-0.12883192076603422
2021-03-31,momentum_12_1_equal,1.2743960344336158,0.3714928680978198,2.4470730579995994,1.6705687161132257,0.26112198133122155,1.754824248825765,-0.12883192076603422
2021-04-30,momentum_12_1_equal,1.0427874586477879,0.3435900306992329,2.288217006099624,1.7437309792714482,0.2571927127783648,1.5932810060734757,-0.1288319207660341
2021-05-28,momentum_12_1_equal,0.8812744176805782,0.34971100072221806,2.0035427388423512,1.7783668593244075,0.26074081238556834,1.39612965324716,-0.1288319207660341
2021-06-30,momentum_12_1_equal,0.7669450837676872,0.3364606303669325,1.874721660421207,1.824144954869192,0.23900566622162586,1.2146635138754591,-0.12883192076603422
2021-07-30,momentum_12_1_equal,0.6095558927239133,0.32984669350881884,1.6102645934442217,1.8007097374677237,0.2364207873104386,0.9433821439826923,-0.12883192076603422
2021-08-31,momentum_12_1_equal,0.3494978173716443,0.2274124036240057,1.4361752057164536,1.3956116817621145,0.13925706929262643,0.4277915936272798,-0.1288319207660341
2021-09-30,momentum_12_1_equal,0.46969008870132756,0.1978095107272235,2.0649873332610835,1.0394830696453383,0.13555663761952136,1.1049571850074744,-0.05227769293524398
2021-10-29,momentum_12_1_equal,0.8355510074683699,0.22440458641958427,2.8715888964045324,1.1559275964506501,0.16269448632087183,1.7757101008071274,-0.03474006696538923
2021-11-30,momentum_12_1_equal,0.6464082139691374,0.20131639170852583,2.6143520491927057,1.0915753793013554,0.16249698728076076,1.7642898595615026,-0.03474006696538945
2021-12-31,momentum_12_1_equal,0.4890112021839228,0.20757587597262805,2.038203601698387,0.8740629207410819,0.18423964979653606,0.9605441039945751,-0.03474006696538934
2022-01-31,momentum_12_1_equal,0.38370081313375337,0.2224666838142388,1.574889489578001,0.9835476502238695,0.1823255072350178,0.7991057307491358,-0.06687236607599645
2022-02-28,momentum_12_1_equal,0.3970481042640246,0.21986469835430536,1.6360159594551271,1.0484157548436766,0.16593338104731106,1.2805802725379936,-0.08759887347788275
2022-03-31,momentum_12_1_equal,0.48300249832906594,0.21828933361335598,1.9287494835293155,1.1703489835134215,0.1508185699626438,1.8597155681431992,-0.08759887347788287
2022-04-29,momentum_12_1_equal,0.23461828609921542,0.24771762665393193,0.9669456608770867,1.228924152614405,0.15405596596066615,1.5537582003588921,-0.12911525119527656
2022-05-31,momentum_12_1_equal,0.2426789670649916,0.24712857123097862,0.9955754808419546,1.2361530492225166,0.1520546365856911,1.6527262762369688,-0.12911525119527645
2022-06-30,momentum_12_1_equal,0.07572122483189014,0.25148629049410487,0.4012664552489611,1.156561309279911,0.14660620968165694,1.4482099323537327,-0.18329310772214313
2022-07-29,momentum_12_1_equal,0.11546770913927129,0.2559724630613946,0.5413042332983351,1.0047345867301447,0.1545414570757287,1.175051672688435,-0.18329310772214302
2022-08-31,momentum_12_1_equal,0.01430617751386154,0.2536152866842487,0.1667971512181998,0.9937332700633223,0.15350721300888712,1.0212423804299615,-0.18329310772214336
2022-09-30,momentum_12_1_equal,-0.03596408429128428,0.25893182407599363,-0.02824331760053459,0.9638064672726233,0.15259273000711143,1.0025325175191842,-0.20763364403817974
2022-10-31,momentum_12_1_equal,-0.05575674175185141,0.24055513981721716,-0.13142338951277321,0.9178205945220771,0.12936789246291505,0.9118036631178222,-0.20763364403817974
2022-11-30,momentum_12_1_equal,-0.055245354722031514,0.24063282489821583,-0.12906753136332444,0.8815157139929594,0.1303037968583021,0.4330511253370731,-0.20763364403817974
2022-12-30,momentum_12_1_equal,-0.04743987231581359,0.24000525664980102,-0.09578735959466028,0.9330337769842874,0.1091068898590965,1.5313515807207212,-0.18863079541490235
2023-01-31,momentum_12_1_equal,-0.03324032690204903,0.23765988311344746,-0.036800518835169514,0.7936690182186266,0.1523051829304288,0.4398172597988167,-0.179193078240927
2023-02-28,momentum_12_1_equal,-0.04050899445209544,0.23849706483714372,-0.06749597948593015,0.7980138699496354,0.15250435194722226,0.3566249979772974,-0.1791930782409269
2023-03-31,momentum_12_1_equal,-0.06884140591850263,0.23196912911260628,-0.20407805812942345,0.7733149865490113,0.15168587633647143,0.15734044695520696,-0.17919307824092678
2023-04-28,momentum_12_1_equal,0.08273771134252139,0.2128048459179303,0.4676401313063085,0.7212469208122397,0.1543350559689193,0.4413978741772151,-0.09283426832578434
2023-05-31,momentum_12_1_equal,0.09731288946183247,0.2128632290754953,0.5309380653665895,0.7209671014997697,0.15451442043507735,0.5125418111429845,-0.09283426832578445
2023-06-30,momentum_12_1_equal,0.2540019289461557,0.20363770333741454,1.2106485966349614,0.7092359027921226,0.15393452074059122,0.41617789489714735,-0.08170317355625778
2023-07-31,momentum_12_1_equal,0.2592262372410996,0.20453154449091823,1.2268780709601483,0.7712491265786019,0.14909976892142848,0.8614578821031961,-0.08170317355625767
2023-08-31,momentum_12_1_equal,0.28093068069114646,0.2002128676373243,1.3364301831262653,0.7615209334629514,0.14950422774958871,0.8050252984272747,-0.07336716604111293
2023-09-29,momentum_12_1_equal,0.28180446084490574,0.1999633105792229,1.3413438897959675,0.8719054755255669,0.14471642502612764,0.5274275291616131,-0.07336716604111293
2023-10-31,momentum_12_1_equal,0.06252884000667969,0.14156365498343917,0.49372085909873215,0.6189335305957617,0.1218990527058551,-0.16535080437619773,-0.10167699854612389
2023-11-30,momentum_12_1_equal,0.14048083215058038,0.17162981405207683,0.8468475147148531,0.7829517703660873,0.11999116794393168,0.16558610620067482,-0.101676998546124
2023-12-29,momentum_12_1_equal,0.2109229700279458,0.17178829359263006,1.2000895703701393,0.8975730061397114,0.11096734717085886,-0.2028955143614643,-0.101676998546124
2024-01-31,momentum_12_1_equal,0.29266448714906734,0.1643842391330931,1.652365367267467,1.1219809029629977,0.05306449478379107,1.6735080175905561,-0.101676998546124
2024-02-29,momentum_12_1_equal,0.5457805542307006,0.20368842016107153,2.2664203416483084,1.2770297132287791,0.1128973086782303,1.7803035378858854,-0.10167699854612422
2024-03-28,momentum_12_1_equal,0.5835617900935317,0.2036646212103523,2.389909004121245,1.301175870640512,0.10956642941787995,2.1002842310581413,-0.10167699854612411
2024-04-30,momentum_12_1_equal,0.43754418667702066,0.22148268080523317,1.7609205815246733,1.3208418972497142,0.11091517402035159,1.7098792664286873,-0.10167699854612389
2024-05-31,momentum_12_1_equal,0.5668470948794861,0.23283374584777927,2.0677419534370967,1.3674666102322808,0.11926426544876075,1.9749369696330865,-0.10167699854612411
2024-06-28,momentum_12_1_equal,0.5692419089165852,0.23305691135911977,2.0727697067887267,1.4543549082568343,0.11889221062828927,2.247668460006104,-0.101676998546124
2024-07-31,momentum_12_1_equal,0.43653174929738103,0.24149650310450899,1.6288095045822786,1.4687226227345922,0.13370246873259148,1.4758619123816443,-0.10167699854612411
2024-08-30,momentum_12_1_equal,0.4952851337163686,0.23550666033475984,1.8407350217736709,1.463059306112834,0.13375807645394155,1.4722762719550353,-0.08498935620324866
2024-09-30,momentum_12_1_equal,0.5989806947262215,0.2184538972956836,2.286678237436247,1.5641585069038253,0.13415525232442985,1.4463914197711092,-0.04772701431805515
2024-10-31,momentum_12_1_equal,0.7115808896423796,0.20099646368706486,2.8219831283044727,1.4071591882287335,0.13063130461467898,1.9109731601117932,-0.04772701431805504
2024-11-29,momentum_12_1_equal,0.6808523605337216,0.1958155864892506,2.795436650674289,1.6188626695593291,0.13057492588975958,2.004154521836927,-0.04772701431805504
2024-12-31,momentum_12_1_equal,0.5703709312673122,0.20757776585978277,2.3059901748677905,1.6610390172673777,0.13048965150474648,2.0093081304928093,-0.04772701431805504
2025-01-31,momentum_12_1_equal,0.6221880274795584,0.20953922379232112,2.4474218159965067,1.6720359650010366,0.13202624052601453,2.1604182544199686,-0.04772701431805504
2025-02-28,momentum_12_1_equal,0.29433917895979445,0.19665483805421,1.4151653962666046,1.6012033187107324,0.1208162404915091,0.9656225615878234,-0.07407444418046749
2025-03-31,momentum_12_1_equal,0.10223180648629926,0.23080889689230802,0.5293417199549163,1.6620513663075458,0.13235471671059817,0.3710031881073731,-0.17058852559368298
2025-04-30,momentum_12_1_equal,0.20553275982085606,0.22352135786747507,0.9458765905495246,1.6775485685216558,0.1390715168613868,0.7504105603874606,-0.17058852559368298
2025-05-30,momentum_12_1_equal,0.18271164947070861,0.2151083849599761,0.8853730812259489,1.5320140891982785,0.12915632384743272,0.5410935409536817,-0.17058852559368298
2025-06-30,momentum_12_1_equal,0.09937682413077731,0.20741799806720476,0.5546541112975085,1.2821722593052798,0.13780847984307448,-0.1484474235927841,-0.1705885255936831
2025-07-31,momentum_12_1_equal,0.12758390490199467,0.20385293185813105,0.6865910054306935,1.2619555011385044,0.13409694368079733,-0.04388030930314224,-0.17058852559368298
2025-08-29,momentum_12_1_equal,0.10890734568340443,0.2036268652440823,0.6042289427321399,1.2565848100561028,0.1347865923176046,-0.1412773803571791,-0.1705885255936831
2025-09-30,momentum_12_1_equal,0.17676888762814946,0.21545391409131212,0.860253770107133,1.319906404629933,0.14264164340167992,0.19726845480780497,-0.17058852559368298
2025-10-31,momentum_12_1_equal,0.1695582224888903,0.21512307151273016,0.8322757501426069,1.3969086202239958,0.1370536277481809,-0.0784236431003432,-0.17058852559368298
2025-11-28,momentum_12_1_equal,0.07011149525485205,0.20215414875075927,0.4296891208892722,1.3569920077359439,0.1338221095102143,-0.3506509118698966,-0.17058852559368298
2025-12-31,momentum_12_1_equal,0.1194461930956956,0.19974555996289836,0.660309089552105,1.3833607530102654,0.1363254980371621,-0.19336424479116698,-0.1705885255936831
2018-09-28,momentum_max_sharpe,,,,,,,
2018-10-31,momentum_max_sharpe,,,,,,,
2018-11-30,momentum_max_sharpe,,,,,,,
2018-12-31,momentum_max_sharpe,,,,,,,
2019-01-31,momentum_max_sharpe,,,,,,,
2019-02-28,momentum_max_sharpe,,,,,,,
2019-03-29,momentum_max_sharpe,,,,,,,
2019-04-30,momentum_max_sharpe,,,,,,,
2019-05-31,momentum_max_sharpe,,,,,,,
2019-06-28,momentum_max_sharpe,,,,,,,
2019-07-31,momentum_max_sharpe,,,,,,,
2019-08-30,momentum_max_sharpe,-0.07585728426686156,0.1923383029417538,-0.3174056671534062,0.7452971129871536,0.14086682880954016,-0.6095307499181671,-0.24032197900887364
2019-09-30,momentum_max_sharpe,-0.060693032090246235,0.19332006640913588,-0.23108326279667907,0.7488165722304541,0.1409333924448283,-0.584484040467496,-0.23880235553773876
2019-10-31,momentum_max_sharpe,0.08441929002189297,0.14811950275757424,0.6182349067772898,0.5715901367818559,0.1333477562587617,-0.26969157622283335,-0.13687946979566912
2019-11-29,momentum_max_sharpe,0.19273111701817447,0.1258872923704736,1.4692003334501125,0.5942149824462527,0.10138222290809122,0.4066842897601318,-0.07680902410376733
2019-12-31,momentum_max_sharpe,0.38958866390733315,0.09168274366720723,3.6792552296263104,0.3897956752343808,0.11003563472817286,0.6655517195781345,-0.028187757248031575
2020-01-31,momentum_max_sharpe,0.3588792089737194,0.09800995980597817,3.2131323241465393,0.6167902387251891,0.08059618847957868,1.6271446417486761,-0.028187757248031686
2020-02-28,momentum_max_sharpe,0.23534067833674333,0.13638448112577836,1.6260113685065842,0.7731476159675421,0.07875761148166763,1.9277473403961602,-0.07646204163816772
